creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,emb_1_mean,emb_2_mean,emb_3_mean,emb_4_mean,emb_5_mean,emb_6_mean,emb_7_mean,emb_8_mean,emb_9_mean,emb_10_mean,emb_1_var,emb_2_var,emb_3_var,emb_4_var,emb_5_var,emb_6_var,emb_7_var,emb_8_var,emb_9_var,emb_10_var
black-friday,120217302152540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217302152540197_120217302152540197_facebook_9.jpeg,,2607151,9198.0,"R$ 18.121,20",12/11/2024,15/12/2024,0.19108112156391144,0.19131803512573242,-0.033320602029561996,0.21147842705249786,-0.22058337926864624,-0.0072051300667226315,-0.16641142964363098,-0.15527449548244476,-0.10748349875211716,-0.12458502501249313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1gb-a,120200680330320409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120200680330320409_120200680330320409_facebook_9.jpeg,,2605521,24084.0,"R$ 18.078,79",02/10/2023,25/10/2023,0.18974719941616058,0.1919705867767334,-0.032055992633104324,0.2100110799074173,-0.22154368460178375,-0.009518366307020187,-0.16782797873020172,-0.15185901522636414,-0.11030600219964981,-0.12651754915714264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrinho-abandonado,120212499842980409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212499842980409_120212499842980409_facebook_9.jpeg,,2602973,12471.0,"R$ 18.058,18",13/06/2024,18/11/2024,0.19588208198547363,0.19321006536483765,-0.04366712272167206,0.211601123213768,-0.21683509647846222,0.0010578273795545101,-0.16997742652893066,-0.15540795028209686,-0.10523108392953873,-0.11402832716703415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choice-bundle,120218026727890197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218026727890197_120218026727890197_facebook_9.jpeg,,2600254,11338.0,"R$ 18.019,61",10/12/2024,04/02/2025,0.18954694271087646,0.19245050847530365,-0.03179934620857239,0.21066349744796753,-0.22149567306041718,-0.008622677065432072,-0.1673944592475891,-0.15225116908550262,-0.10984009504318237,-0.12630458176136017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,23855094003710408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855094003710408_23855094003710408_facebook_9.jpeg,,2592363,6680.0,"R$ 18.001,48",12/05/2023,03/06/2023,0.20324254035949707,0.1897333413362503,-0.05351656675338745,0.2132342904806137,-0.21230876445770264,0.00874550361186266,-0.16917572915554047,-0.16287945210933685,-0.09717945009469986,-0.10434015840291977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kv-hero,120238598834310197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238598834310197_120238598834310197_facebook_9.jpeg,,2585366,16961.0,"R$ 18.000,00",19/09/2025,01/11/2025,0.19485510885715485,0.19836683571338654,-0.04939607158303261,0.2116624265909195,-0.21496368944644928,0.0018662870861589909,-0.17563748359680176,-0.14777852594852448,-0.1134113073348999,-0.10943280905485153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
podcast-corte3-karol-conka,120229460209560348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120229460209560348_120229460209560348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120229460209560348_120229460209560348_facebook_9.mp4,2573502,4448.0,"R$ 18.000,00",14/05/2025,20/05/2025,0.19372760355472565,0.18846791678896316,-0.03386722466765115,0.2130906664981292,-0.21962254104705958,-0.0045746265681373185,-0.16283267369637122,-0.16251249210192606,-0.10089905594403926,-0.1228221246542839,9.494969178513146e-07,1.0758938366738783e-05,2.2909765043656786e-05,2.15932742030727e-07,3.238455574600728e-06,2.0003194984888286e-06,1.6635498658543622e-05,3.383021202533552e-05,4.223434546746261e-05,1.1763905391822494e-05
prime,120216231386560197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216231386560197_120216231386560197_facebook_9.jpeg,,2572862,13936.0,"R$ 17.967,27",02/10/2024,04/11/2024,0.1937275528907776,0.18773947656154633,-0.03427359089255333,0.21144545078277588,-0.21994648873806,-0.005839340388774872,-0.16418756544589996,-0.1598428338766098,-0.1022360622882843,-0.12388357520103455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btl,120219822136910197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120219822136910197_120219822136910197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120219822136910197_120219822136910197_facebook_9.mp4,2566645,42913.0,"R$ 17.894,53",03/02/2025,10/04/2025,0.1929669549067815,0.1919586353831821,-0.03713161986735132,0.2115064392487208,-0.2192053003443612,-0.003831237404503756,-0.1676387611362669,-0.15547341406345366,-0.10626243518458472,-0.12059902333550983,2.6510760320894477e-06,2.1815248645746854e-06,6.4470096509405965e-06,2.948320901453706e-07,8.25723543287086e-07,3.2280438785619034e-06,3.24039153932422e-06,8.18244662297395e-06,8.890371726403129e-06,5.544113348042161e-06
recarga-whatsapp,120239286960410370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120239286960410370_120239286960410370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120239286960410370_120239286960410370_facebook_9.mp4,2566140,5807.0,"R$ 17.894,27",09/09/2025,10/10/2025,0.20422171652317048,0.1841100123193529,-0.0480971597135067,0.2144739823208915,-0.2134944505161709,0.007153394342296653,-0.16266053848796422,-0.1718838373819987,-0.08931091212564045,-0.10916585822900136,1.0222652912360447e-06,4.740607353454693e-06,9.47531738418328e-06,3.3772438606506215e-07,1.3361833305181585e-06,1.9571181552131243e-06,6.476363550757897e-06,1.2242969092454029e-05,1.4552267670189784e-05,6.705567243829375e-06
kv-gb-preco-v3,120226028429990197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226028429990197_120226028429990197_facebook_9.jpeg,,2556213,13751.0,"R$ 17.869,43",09/04/2025,18/06/2025,0.193982794880867,0.19218160212039948,-0.039622221142053604,0.21178483963012695,-0.2182002067565918,-0.0022057665046304464,-0.1682509034872055,-0.15559077262878418,-0.10589537769556046,-0.11825805902481079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kv-hero,120233039133030197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120233039133030197_120233039133030197_facebook_9.jpeg,,2555926,16814.0,"R$ 17.812,78",01/07/2025,06/08/2025,0.197405144572258,0.19005556404590607,-0.04229021072387695,0.21223993599414825,-0.21688295900821686,0.0014838249189779162,-0.16679824888706207,-0.1608644723892212,-0.09995497018098831,-0.11486825346946716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
black-friday,120202738022580409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120202738022580409_120202738022580409_facebook_9.jpeg,,2551663,9910.0,"R$ 17.810,26",21/11/2023,05/12/2023,0.19479310512542725,0.18955343961715698,-0.03792558237910271,0.2114977389574051,-0.21872581541538239,-0.0030222854111343622,-0.16627031564712524,-0.1585569977760315,-0.10293217748403549,-0.11997319012880325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,23860421979150196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23860421979150196_23860421979150196_facebook_9.jpeg,,2551341,7673.0,"R$ 17.792,16",18/09/2023,06/10/2023,0.19473563134670258,0.19438950717449188,-0.04395651817321777,0.21196961402893066,-0.21666060388088226,0.0001460411585867405,-0.17093296349048615,-0.1531289964914322,-0.10822701454162598,-0.11438766121864319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,120214599302840197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214599302840197_120214599302840197_facebook_9.jpeg,,2550726,9294.0,"R$ 17.776,05",24/07/2024,23/08/2024,0.19851648807525635,0.18941962718963623,-0.043398577719926834,0.21269799768924713,-0.21630001068115234,0.0035433454904705286,-0.1659603863954544,-0.16306191682815552,-0.09764616936445236,-0.11349332332611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flash-oferta-gb-kv5,120222633864970197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222633864970197_120222633864970197_facebook_9.jpeg,,2549716,9590.0,"R$ 17.735,16",11/03/2025,21/03/2025,0.20655326545238495,0.19073957204818726,-0.060446321964263916,0.2146049290895462,-0.20933197438716888,0.014222506433725357,-0.17054788768291473,-0.16468749940395355,-0.09521940350532532,-0.09691811352968216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reels-5g,120224577684510348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120224577684510348_120224577684510348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120224577684510348_120224577684510348_facebook_9.mp4,2549270,5634.0,"R$ 17.732,45",12/04/2025,13/04/2025,0.2065698014838355,0.19230354345646225,-0.060042246205716576,0.21531731979686672,-0.20957770643114043,0.017382557901060757,-0.17004728054299073,-0.16634175982795843,-0.09321186898135338,-0.09583521640601278,3.63566941725498e-05,2.3408829743444326e-05,8.655392886148732e-05,3.172387421962129e-06,1.6518411255439347e-05,5.192571083942744e-05,2.4777930709353845e-05,9.209622879101473e-05,0.00010472305257502863,8.104133339851904e-05
mion-binoculo|imperdivel|naked-1gb|contrate-agora,120221566458310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120221566458310409_120221566458310409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120221566458310409_120221566458310409_facebook_9.mp4,2548935,5437.0,"R$ 17.723,21",18/03/2025,30/04/2025,0.19223394294579824,0.19663458863894145,-0.04123734459280968,0.21090665757656096,-0.2182451198498408,-0.002314905255722503,-0.1725672096014023,-0.14887737433115641,-0.11219712644815445,-0.11680214504400889,8.411460096999533e-07,8.132156793645922e-06,1.0763662601002144e-05,2.635858585679311e-07,1.279368588712594e-06,2.0317384477498336e-06,9.819024677598283e-06,1.8078943182416255e-05,1.8338419416088492e-05,7.288734514290734e-06
kv-hero,120235357754600197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235357754600197_120235357754600197_facebook_9.jpeg,,2545223,12523.0,"R$ 17.689,84",04/08/2025,15/08/2025,0.19532184302806854,0.19020678102970123,-0.03880403935909271,0.21105802059173584,-0.21858209371566772,-0.0012448360212147236,-0.16666948795318604,-0.1589065045118332,-0.1016167402267456,-0.11841512471437454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oferta,23858219325620408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858219325620408_23858219325620408_facebook_9.jpeg,,2541363,3572.0,"R$ 17.647,90",30/07/2023,22/08/2023,0.19687442481517792,0.18955689668655396,-0.04178837314248085,0.21196697652339935,-0.21710382401943207,-0.00040081795305013657,-0.1669187694787979,-0.15985147655010223,-0.10142993927001953,-0.1161145269870758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gross,120215814636310197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215814636310197_120215814636310197_facebook_9.jpeg,,2535899,6358.0,"R$ 17.551,12",13/09/2024,24/09/2024,0.1990557760000229,0.19307075440883636,-0.05022352561354637,0.21310144662857056,-0.21387428045272827,0.0052321855910122395,-0.17080380022525787,-0.15739883482456207,-0.103701651096344,-0.10782400518655777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conteudo,120222006893290409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222006893290409_120222006893290409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222006893290409_120222006893290409_facebook_9.mp4,2533939,1805.0,"R$ 17.534,18",01/04/2025,29/04/2025,0.19480910245329142,0.19739629048854113,-0.04631042410619557,0.2132612532004714,-0.21572799266626438,0.003084042098938274,-0.17257425840944052,-0.15173757076263428,-0.10979890062784155,-0.11112713705127437,5.76174320276e-06,1.524219096835696e-05,2.1200584059750722e-05,2.8666654857221796e-07,2.8597399184351857e-06,8.797469288925475e-06,1.777865014661693e-05,4.360427103074679e-05,4.7660572726427896e-05,1.676625115015759e-05
maes-kv-hero,120226954848760197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226954848760197_120226954848760197_facebook_9.jpeg,,2531089,12756.0,"R$ 17.491,21",16/04/2025,01/05/2025,0.1958032250404358,0.19394426047801971,-0.046083349734544754,0.21207427978515625,-0.215719535946846,0.0004047794791404158,-0.17138826847076416,-0.1533145159482956,-0.10808151215314865,-0.11261653155088425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,120234178713990726,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/2137198847098983_120234178713990726_120234178713990726_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/2137198847098983_120234178713990726_120234178713990726_facebook_9.mp4,2529132,1607.0,"R$ 17.480,83",04/11/2025,13/11/2025,0.20083808646363727,0.19593593074103532,-0.055616144974858076,0.21416827253365922,-0.21173441814163985,0.010311644611154067,-0.17336570332616064,-0.15665766495769307,-0.10395336984577826,-0.10166604273905189,3.641344615432998e-06,1.4890412971647106e-05,3.4678622600613266e-05,9.310687948413035e-07,4.761584872221901e-06,1.0144295581492091e-05,1.9313504580585457e-05,3.6141688319505714e-05,3.96263603613104e-05,2.502068855772736e-05
choice-bundle,120216281985060197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216281985060197_120216281985060197_facebook_9.jpeg,,2528213,8547.0,"R$ 17.464,00",02/10/2024,10/11/2024,0.19060127437114716,0.18878768384456635,-0.029284683987498283,0.2110000103712082,-0.22200743854045868,-0.009628839790821075,-0.16389964520931244,-0.1577315330505371,-0.10505285859107971,-0.12857334315776825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,120213303027190409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213303027190409_120213303027190409_facebook_9.jpeg,,2528136,3631.0,"R$ 17.449,77",16/07/2024,24/09/2024,0.19612149894237518,0.1912432461977005,-0.04225485399365425,0.21165262162685394,-0.21717341244220734,-0.0005939825787208974,-0.16856157779693604,-0.15719559788703918,-0.10408776253461838,-0.11565413326025009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,120208209920390348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120208209920390348_120208209920390348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120208209920390348_120208209920390348_facebook_9.mp4,2511063,2382.0,"R$ 17.441,29",30/01/2024,06/02/2024,0.21015028763901103,0.19667172079736536,-0.07261803610758348,0.21697213812307878,-0.20460783839225768,0.023673149720045993,-0.176400685581294,-0.1617047277363864,-0.09809186539866707,-0.08436772322112863,3.5902375315518684e-05,3.3399006667377076e-05,6.181152395732215e-05,2.5779586096602904e-06,1.2576156419836986e-05,4.476390271339298e-05,2.709144455300372e-05,0.00011106817610297922,0.00012553041290932866,6.285200142079504e-05
podcast-corte1-ep-2-timtech,120228764818980439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1640492266333423_120228764818980439_120228764818980439_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1640492266333423_120228764818980439_120228764818980439_facebook_9.mp4,2510204,1554.0,"R$ 17.381,82",24/05/2025,25/07/2025,0.19489634204511494,0.19228320187607476,-0.04085380304604769,0.21307158192922904,-0.21732927004034205,-0.0007612322326393098,-0.16763927192651024,-0.15765287138001863,-0.10473577811043391,-0.11648282515563706,2.2571668229328487e-06,1.1932951825435992e-05,2.5329488406275348e-05,2.437628484706144e-07,3.310243035754523e-06,4.722982815919005e-06,1.770030830401908e-05,3.498907202450618e-05,3.869046694239999e-05,1.6326239922808267e-05
kv-portabilidade-3-dias,120245555805620197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245555805620197_120245555805620197_facebook_9.jpeg,,2508414,14157.0,"R$ 17.377,80",09/01/2026,10/02/2026,0.1969471424818039,0.19142048060894012,-0.04382773116230965,0.2120884656906128,-0.2164372354745865,0.0016888788668438792,-0.1683771014213562,-0.158465176820755,-0.10240042209625244,-0.11389323323965073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casais-rindo|oferta|naked-700mb-all-type|contrate-agora,120223595328140409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120223595328140409_120223595328140409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120223595328140409_120223595328140409_facebook_9.mp4,2506920,7379.0,"R$ 17.369,59",07/04/2025,30/04/2025,0.20489970213837094,0.19051809542708928,-0.05520049383242925,0.21408797370062935,-0.21156514518790775,0.013324435629571477,-0.16865654852655199,-0.16621946228875054,-0.09322647154331207,-0.10079546686675814,7.766331949732611e-06,4.280582536509665e-06,1.1495448120568313e-05,2.1171204570063155e-06,3.096502319765307e-06,1.2408731573947489e-05,4.3133297959158845e-06,2.531590047846443e-05,2.404581292352227e-05,1.2902903156027702e-05
black-friday-129,120215837378470409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215837378470409_120215837378470409_facebook_9.jpeg,,2506809,8540.0,"R$ 17.351,10",01/11/2024,03/12/2024,0.2008415013551712,0.1897764652967453,-0.048649001866579056,0.21260730922222137,-0.21442313492298126,0.006016905885189772,-0.1681276112794876,-0.16219697892665863,-0.09791222959756851,-0.10880594700574875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whatsapp-agressivo,120228266724140370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120228266724140370_120228266724140370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120228266724140370_120228266724140370_facebook_9.mp4,2503313,24961.0,"R$ 17.335,15",01/05/2025,01/06/2025,0.1918037517203225,0.1926601363552941,-0.03630846233831512,0.2111381812228097,-0.2196024580134286,-0.005523592149580104,-0.16834610965516833,-0.1533448510699802,-0.10864522606134415,-0.12193916456566917,4.209719294521897e-06,7.654706129916142e-07,1.6252239361854444e-05,2.0143025516817643e-07,2.1921624454221443e-06,8.149401170270934e-06,3.3642695023623122e-06,4.607883308389377e-06,5.615114105122191e-06,1.4787160167676191e-05
movers,120229073190630409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229073190630409_120229073190630409_facebook_9.jpeg,,2498484,1738.0,"R$ 17.333,60",27/05/2025,01/07/2025,0.18863624334335327,0.19600708782672882,-0.03420146554708481,0.2099120020866394,-0.2210942953824997,-0.008383077569305897,-0.17108488082885742,-0.14690251648426056,-0.11481683701276779,-0.1242026761174202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,120213573862650197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213573862650197_120213573862650197_facebook_9.jpeg,,2498076,10304.0,"R$ 17.309,87",04/06/2024,24/07/2024,0.1954904943704605,0.1904715746641159,-0.04047789052128792,0.2120840698480606,-0.217654287815094,-0.001649625482968986,-0.1671811193227768,-0.15823952853679657,-0.10348352044820786,-0.11745838075876236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kv-conceitual,120219964178640197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120219964178640197_120219964178640197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120219964178640197_120219964178640197_facebook_9.mp4,2495946,132223.0,"R$ 17.273,25",03/02/2025,07/03/2025,0.19902262323432499,0.1854488902621799,-0.03937103499968846,0.21266729798581865,-0.21748691068755255,0.000904050028637155,-0.16242068509260812,-0.1675183720058865,-0.09372864580816692,-0.11751010417938232,2.87465487300602e-05,1.4030787468894769e-05,4.460704790504382e-05,1.9509261758373416e-06,8.880273450141512e-06,4.038830065824373e-05,1.3707510977035831e-05,7.226813564188693e-05,8.779415445545173e-05,4.488529527730723e-05
interesses-relacionados,120216225163740370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120216225163740370_120216225163740370_facebook_9.jpeg,,2493689,26172.0,"R$ 17.214,01",01/09/2024,04/09/2024,0.18960832059383392,0.19174669682979584,-0.03136872872710228,0.21076607704162598,-0.22152478992938995,-0.009622165001928806,-0.1668076515197754,-0.1531829684972763,-0.10963227599859238,-0.12686948478221893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,120215232501290197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215232501290197_120215232501290197_facebook_9.jpeg,,2485964,8087.0,"R$ 17.190,61",22/08/2024,03/09/2024,0.19884933531284332,0.19395090639591217,-0.04967709258198738,0.21289382874965668,-0.21426832675933838,0.006081804633140564,-0.17116482555866241,-0.15711438655853271,-0.10326182842254639,-0.1077161356806755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,23853503367730408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853503367730408_23853503367730408_facebook_9.jpeg,,2483421,6004.0,"R$ 17.176,40",16/01/2023,12/05/2023,0.2049543857574463,0.19035637378692627,-0.055922966450452805,0.21400530636310577,-0.21126146614551544,0.012577001936733723,-0.1692909151315689,-0.16506297886371613,-0.09446591138839722,-0.10102295875549316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackfriday-nova-oferta-f2,120239376426060409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239376426060409_120239376426060409_facebook_9.jpeg,,2483184,2061.0,"R$ 17.175,04",24/11/2025,04/12/2025,0.18817786872386932,0.1959398239850998,-0.03347545117139816,0.20995472371578217,-0.22132223844528198,-0.00871091615408659,-0.17070938646793365,-0.14690744876861572,-0.11491366475820541,-0.12505249679088593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kv-hero,120233484207580197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120233484207580197_120233484207580197_facebook_9.jpeg,,2479607,14400.0,"R$ 17.172,64",11/07/2025,19/07/2025,0.195790633559227,0.19086115062236786,-0.04059239476919174,0.21200525760650635,-0.2176750898361206,-0.0004546777345240116,-0.16721291840076447,-0.15887872874736786,-0.10232365131378174,-0.11674055457115173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,120215232624280197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215232624280197_120215232624280197_facebook_9.jpeg,,2471974,8849.0,"R$ 17.153,92",22/08/2024,02/09/2024,0.1956986039876938,0.1891411691904068,-0.039277333766222,0.21201497316360474,-0.2180352658033371,-0.00195090111810714,-0.1658729463815689,-0.15997295081615448,-0.10172790288925171,-0.11859295517206192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iza-notebook|qualidade|home-office|contrate-agora,120228394003480409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120228394003480409_120228394003480409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120228394003480409_120228394003480409_facebook_9.mp4,2471808,3944.0,"R$ 17.097,72",19/05/2025,10/02/2026,0.19472846488157908,0.1923508216937383,-0.04004420389731725,0.21093253393967945,-0.2183099051316579,-0.0013204450932486603,-0.16896750032901764,-0.15569518506526947,-0.1050790379444758,-0.11725780566533407,9.482003741896092e-06,4.116725058352305e-06,4.294725386062915e-05,6.77344493781441e-07,6.284882438314867e-06,2.403101738386984e-05,8.207195976991006e-06,1.0958034257768645e-05,1.0823796838858158e-05,4.15774665602347e-05
bf-hero,120241506838410197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241506838410197_120241506838410197_facebook_9.jpeg,,2468853,16319.0,"R$ 17.014,24",31/10/2025,03/12/2025,0.1935945749282837,0.19763964414596558,-0.04539743438363075,0.21218246221542358,-0.21635417640209198,0.00021433411166071892,-0.17363238334655762,-0.1489795595407486,-0.11269038915634155,-0.1129348948597908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hero-mensagem-chegou,120220755697610409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120220755697610409_120220755697610409_facebook_9.jpeg,,2460463,24546.0,"R$ 16.998,86",12/03/2025,06/05/2025,0.20017372071743011,0.19077558815479279,-0.04969732463359833,0.21243445575237274,-0.2140195518732071,0.00422865292057395,-0.16997475922107697,-0.1592719852924347,-0.10161202400922775,-0.10857494920492172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,120214223414780348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120214223414780348_120214223414780348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120214223414780348_120214223414780348_facebook_9.mp4,2458102,50.0,"R$ 16.997,51",02/06/2024,06/06/2024,0.19367681893091354,0.19790135915317233,-0.0460031759733009,0.21267613709445984,-0.21600624114748032,0.0010497429033969796,-0.1735145545431546,-0.14945217967033386,-0.11240842489023058,-0.11231289543802776,1.7130204349853818e-05,2.3156547760632042e-05,7.054799389614506e-05,1.9897048017495413e-06,1.086052550908353e-05,3.555639457787589e-05,3.09112919616561e-05,7.19601602636098e-05,8.329746270019809e-05,6.234629484535095e-05
facebook,120212328833600197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212328833600197_120212328833600197_facebook_9.jpeg,,2446095,11366.0,"R$ 16.965,70",30/04/2024,04/06/2024,0.1958383172750473,0.19189393520355225,-0.042440515011548996,0.21207742393016815,-0.21704399585723877,9.442182636121288e-05,-0.1685485690832138,-0.15701520442962646,-0.10435800999403,-0.11532735079526901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gb-preco,120229695078160197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120229695078160197_120229695078160197_facebook_9.jpeg,,2439188,13439.0,"R$ 16.901,02",16/05/2025,28/07/2025,0.188457190990448,0.19502432644367218,-0.03346463665366173,0.21036605536937714,-0.22116540372371674,-0.008965056389570236,-0.16994647681713104,-0.1483040601015091,-0.11397987604141235,-0.12517331540584564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
