creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,emb_1_mean,emb_2_mean,emb_3_mean,emb_4_mean,emb_5_mean,emb_6_mean,emb_7_mean,emb_8_mean,emb_9_mean,emb_10_mean,emb_1_var,emb_2_var,emb_3_var,emb_4_var,emb_5_var,emb_6_var,emb_7_var,emb_8_var,emb_9_var,emb_10_var
mion-elementos|imperdivel|naked-600mb|contratar-agora,120216675469200409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216675469200409_120216675469200409_facebook_9.jpeg,,209563,808.0,"R$ 1.978,42",04/12/2024,10/03/2025,0.201311394572258,0.1916421800851822,-0.05187009647488594,0.2128324955701828,-0.21322768926620483,0.00751184718683362,-0.17029112577438354,-0.16010329127311707,-0.10011899471282959,-0.10556734353303909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pre-pago,120239790720760370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120239790720760370_120239790720760370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120239790720760370_120239790720760370_facebook_9.mp4,209366,3494.0,"R$ 1.977,85",18/09/2025,30/09/2025,0.19293591380119324,0.19311527907848358,-0.037670617923140526,0.21099143089919253,-0.21929124819821325,-0.0034624374078201323,-0.1687459241727303,-0.15412002596361885,-0.10715956446425669,-0.11980067655957978,3.2591644352362094e-06,4.360739644952753e-06,1.0255732983630412e-05,1.9799150127007822e-06,2.334055799081623e-06,9.32511311673372e-06,7.568425760817677e-06,2.38899984611918e-05,2.5394976676984525e-05,7.710292922042466e-06
premium-kv4,120222998379530197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222998379530197_120222998379530197_facebook_9.jpeg,,208168,446.0,"R$ 1.977,69",18/03/2025,17/04/2025,0.19083398580551147,0.1925172209739685,-0.03355955705046654,0.21115481853485107,-0.22075378894805908,-0.006523467600345612,-0.1672542542219162,-0.154061421751976,-0.10810595005750656,-0.12400486320257187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,120208712551760348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/557249762645654_120208712551760348_120208712551760348_facebook_9.jpeg,,207915,8.0,"R$ 1.977,07",07/02/2024,07/02/2024,0.21120131015777588,0.1761990636587143,-0.04922745004296303,0.2157534956932068,-0.21229274570941925,0.013766513206064701,-0.15551286935806274,-0.18734323978424072,-0.07243677228689194,-0.10607113689184189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300mb,23858698443910408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858698443910408_23858698443910408_facebook_9.jpeg,,207725,1596.0,"R$ 1.975,91",16/08/2023,04/09/2023,0.19267983734607697,0.19110596179962158,-0.035817041993141174,0.21073144674301147,-0.21978990733623505,-0.0057105254381895065,-0.1673804670572281,-0.1551918238401413,-0.10647520422935486,-0.12218040972948074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
type-mulher-perna-cruzada|qualidade|disponibilidade|consulte-a-disponibilidade,120222246183720409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222246183720409_120222246183720409_facebook_9.jpeg,,207426,1286.0,"R$ 1.975,70",05/05/2025,10/02/2026,0.18667471408843994,0.19442491233348846,-0.028747806325554848,0.20920221507549286,-0.22326445579528809,-0.012029759585857391,-0.16915901005268097,-0.14728234708309174,-0.11468424648046494,-0.12975139915943146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mion-mostrando|ultravelocidade|whats-app|chame-no-whats,120215079095830409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215079095830409_120215079095830409_facebook_9.jpeg,,207401,998.0,"R$ 1.974,61",01/10/2024,10/03/2025,0.1999548226594925,0.19086819887161255,-0.048317715525627136,0.21225623786449432,-0.21474377810955048,0.0054764761589467525,-0.1690061241388321,-0.16035763919353485,-0.09964395314455032,-0.10922465473413467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iza-torcendo-notebook|oferta|naked-1gb|contrate-agora-e-aproveite,120242021971660409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120242021971660409_120242021971660409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120242021971660409_120242021971660409_facebook_9.mp4,207015,27491.0,"R$ 1.969,27",13/01/2026,10/02/2026,0.1984924637609058,0.19452403253979153,-0.04910312278403176,0.2124147355556488,-0.214618965321117,0.0057442191613113714,-0.17159775892893472,-0.1562282254298528,-0.10414668983883328,-0.10793344510926141,1.5132166972374917e-05,8.406416249506335e-06,6.91173627725256e-05,5.031243971797117e-06,1.2807885018142145e-05,4.7931126929495606e-05,1.2329131432981593e-05,3.195100391576962e-05,3.324594987758136e-05,6.973529616238733e-05
kv-sem-surpresas-v2,120226029700350197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226029700350197_120226029700350197_facebook_9.jpeg,,206145,1111.0,"R$ 1.968,19",09/04/2025,18/06/2025,0.19009776413440704,0.1980373114347458,-0.04054221138358116,0.21084971725940704,-0.21854077279567719,-0.0051107569597661495,-0.17395317554473877,-0.14498847723007202,-0.1171165481209755,-0.11853320151567459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
type-mulher-camisa-listada|qualidade|contrate-facil|contrate-rapido,120222244133420409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222244133420409_120222244133420409_facebook_9.jpeg,,206067,1236.0,"R$ 1.967,14",28/03/2025,10/02/2026,0.1890515238046646,0.19403256475925446,-0.032546382397413254,0.21037620306015015,-0.22144639492034912,-0.008169357664883137,-0.1687246412038803,-0.1505557894706726,-0.11151954531669617,-0.1254943609237671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oferta-ufc,120240739575610409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240739575610409_120240739575610409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240739575610409_120240739575610409_facebook_9.mp4,205954,1239.0,"R$ 1.967,08",12/12/2025,25/12/2025,0.20324927071730295,0.18704090184635586,-0.04932937708993753,0.21301406456364524,-0.21394346157709757,0.007262110826559365,-0.16617755343516669,-0.16679558985763127,-0.09309551409549183,-0.10764493337935871,7.491730207605703e-06,1.8733228013322761e-06,1.6248487510769364e-05,1.8962976795955102e-06,4.271934133449741e-06,9.750570254554965e-06,9.99111277371561e-07,1.257687331670093e-05,1.0435906096865059e-05,1.4315386228660334e-05
oferta-119,120212573334120409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212573334120409_120212573334120409_facebook_9.jpeg,,205897,564.0,"R$ 1.966,74",13/06/2024,30/06/2024,0.18904483318328857,0.19107984006404877,-0.02929762564599514,0.20940470695495605,-0.22271454334259033,-0.010673556476831436,-0.16661806404590607,-0.15237748622894287,-0.10911331325769424,-0.12892454862594604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500mb,23860244337860408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860244337860408_23860244337860408_facebook_9.jpeg,,205619,2132.0,"R$ 1.959,08",18/09/2023,19/10/2023,0.19390009343624115,0.19117577373981476,-0.03701747953891754,0.21013419330120087,-0.21962128579616547,-0.003230493515729904,-0.16775216162204742,-0.15593720972537994,-0.10426778346300125,-0.12022771686315536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brandlovers-ugc-f1,120234879900580080,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1293690292045551_120234879900580080_120234879900580080_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1293690292045551_120234879900580080_120234879900580080_facebook_9.mp4,205492,847.0,"R$ 1.953,13",14/11/2025,28/11/2025,0.19767343591560016,0.1953485720988476,-0.048397656661844014,0.21386698279717956,-0.21459570286249874,0.006199892504111925,-0.17086545189823768,-0.1568226758578811,-0.10442152544103488,-0.10833835398608987,8.12673448484642e-06,4.232231550002194e-05,5.139599536768919e-05,1.6593112056565628e-06,6.643542190673536e-06,1.7385576115015462e-05,5.0115178385803555e-05,0.00010926519970314536,0.00011070082955924124,3.76758915869541e-05
facebook,120213661359190197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213661359190197_120213661359190197_facebook_9.jpeg,,205133,1183.0,"R$ 1.952,39",07/06/2024,25/06/2024,0.19539837539196014,0.18994466960430145,-0.03938199579715729,0.21190626919269562,-0.2180641144514084,-0.001912611536681652,-0.16654105484485626,-0.15882746875286102,-0.10286108404397964,-0.11837895959615707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deezer-now,120216275520850197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216275520850197_120216275520850197_facebook_9.jpeg,,204912,678.0,"R$ 1.948,99",02/10/2024,05/11/2024,0.20049244165420532,0.19074088335037231,-0.04950028285384178,0.21288488805294037,-0.21406234800815582,0.005908678751438856,-0.16898787021636963,-0.16088813543319702,-0.09953882545232773,-0.10814812034368515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visitantes-do-site,120216153672110409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216153672110409_120216153672110409_facebook_9.jpeg,,204604,839.0,"R$ 1.947,92",18/11/2024,05/12/2024,0.20794810354709625,0.18217945098876953,-0.053064748644828796,0.21447892487049103,-0.21155138313770294,0.01084260642528534,-0.1624450534582138,-0.17517198622226715,-0.08517426997423172,-0.10402960330247879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,23853539937340408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853539937340408_23853539937340408_facebook_9.jpeg,,204530,2034.0,"R$ 1.947,54",20/03/2023,13/06/2023,0.19211237132549286,0.1896555870771408,-0.03312262147665024,0.21047253906726837,-0.22066058218479156,-0.00798839796334505,-0.16597726941108704,-0.1560892015695572,-0.10614161938428879,-0.12493079155683517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ampla,23853930376150408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853930376150408_23853930376150408_facebook_9.jpeg,,204499,1153.0,"R$ 1.945,44",17/02/2023,23/02/2023,0.2015916109085083,0.19080300629138947,-0.05118866264820099,0.21294908225536346,-0.21337026357650757,0.007953179068863392,-0.16916964948177338,-0.16188618540763855,-0.09810101240873337,-0.10620268434286118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
humanizada,120217923941550379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120217923941550379_120217923941550379_facebook_9.jpeg,,203857,1497.0,"R$ 1.944,67",14/03/2025,07/06/2025,0.18803811073303223,0.19687117636203766,-0.03516826406121254,0.21080832183361053,-0.2205219268798828,-0.008550788275897503,-0.1716090440750122,-0.14601708948612213,-0.11669693142175674,-0.12374114990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ampla,120212748280290670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120212748280290670_120212748280290670_facebook_9.jpeg,,203664,1035.0,"R$ 1.944,42",23/09/2024,12/11/2024,0.18819451332092285,0.1946978121995926,-0.03201621025800705,0.21093864738941193,-0.22158342599868774,-0.009072077460587025,-0.1688566952943802,-0.14972035586833954,-0.11300376802682877,-0.1260637491941452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pracas-cobertura,23853539698930408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853539698930408_23853539698930408_facebook_9.jpeg,,203391,1446.0,"R$ 1.942,92",24/02/2023,20/03/2023,0.19211237132549286,0.1896555870771408,-0.03312262147665024,0.21047253906726837,-0.22066058218479156,-0.00798839796334505,-0.16597726941108704,-0.1560892015695572,-0.10614161938428879,-0.12493079155683517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iza-sorrindo-celular|oferta|500mb-foco-wpp|contrate-agora,120225334689820409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225334689820409_120225334689820409_facebook_9.jpeg,,203377,1572.0,"R$ 1.942,62",05/05/2025,28/05/2025,0.18764351308345795,0.19566594064235687,-0.03212011978030205,0.20998777449131012,-0.22185231745243073,-0.009699325077235699,-0.17020626366138458,-0.1472499817609787,-0.1149468943476677,-0.12627500295639038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kv-hero-bbb-lider,120246898217920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120246898217920197_120246898217920197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120246898217920197_120246898217920197_facebook_9.mp4,203323,1371.0,"R$ 1.942,11",06/02/2026,10/02/2026,0.19467288023895687,0.19282324148548974,-0.0418022902475463,0.21200272407796647,-0.21736946602662405,-0.0011398245121300634,-0.1691783908340666,-0.15525396698051028,-0.10635649992360009,-0.11619809799724155,9.050501050289043e-06,1.6372067131325218e-06,2.046627660552411e-05,2.1102806569344782e-07,3.3606146775058386e-06,2.0842584299152768e-05,1.87125515120939e-06,1.000763591384487e-05,1.486177055206197e-05,2.4544789370078665e-05
kv-hero-bbb,120246150228100197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246150228100197_120246150228100197_facebook_9.jpeg,,202664,1626.0,"R$ 1.936,52",21/01/2026,10/02/2026,0.20348615944385529,0.19227731227874756,-0.05717422440648079,0.2136930674314499,-0.21088530123233795,0.011073037981987,-0.17141635715961456,-0.16093546152114868,-0.09915900230407715,-0.10084477812051773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
controle-plus-1,120217079480400197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217079480400197_120217079480400197_facebook_9.jpeg,,202600,889.0,"R$ 1.935,83",03/11/2024,11/11/2024,0.1922813057899475,0.19198597967624664,-0.03654276952147484,0.21130163967609406,-0.2194879800081253,-0.005051697138696909,-0.16786682605743408,-0.15426357090473175,-0.10755465179681778,-0.12171155214309692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,23859002418700408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23859002418700408_23859002418700408_facebook_9.jpeg,,202332,34.0,"R$ 1.934,48",31/08/2023,23/09/2023,0.19662798941135406,0.19760240614414215,-0.04961676523089409,0.21331055462360382,-0.21445965766906738,0.005414087325334549,-0.17324835062026978,-0.1527126282453537,-0.10838932543992996,-0.10772605985403061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mion-binoculo|imperdivel|naked-1gb|contrate-agora,120217227706200409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120217227706200409_120217227706200409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120217227706200409_120217227706200409_facebook_9.mp4,202182,1652.0,"R$ 1.928,39",06/01/2025,17/03/2025,0.19223394294579824,0.19663458863894145,-0.04123734459280968,0.21090665757656096,-0.2182451198498408,-0.002314905255722503,-0.1725672096014023,-0.14887737433115641,-0.11219712644815445,-0.11680214504400889,8.411460096999533e-07,8.132156793645922e-06,1.0763662601002144e-05,2.635858585679311e-07,1.279368588712594e-06,2.0317384477498336e-06,9.819024677598283e-06,1.8078943182416255e-05,1.8338419416088492e-05,7.288734514290734e-06
facebook,120215508530480197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215508530480197_120215508530480197_facebook_9.jpeg,,201194,843.0,"R$ 1.927,47",02/09/2024,13/09/2024,0.20084691047668457,0.1890895813703537,-0.048305053263902664,0.2132236361503601,-0.21425242722034454,0.005355542525649071,-0.1672878861427307,-0.1632162481546402,-0.09768372774124146,-0.10933319479227066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mulheres-tv-fone|qualidade|contrate-facil|contrate-rapido,120222179963290409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222179963290409_120222179963290409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222179963290409_120222179963290409_facebook_9.mp4,201109,6693.0,"R$ 1.926,97",05/05/2025,10/02/2026,0.20439708398448098,0.19029916094409094,-0.05481609329581261,0.21411673426628114,-0.21168850693437788,0.011830947951724131,-0.16879688302675883,-0.16539513369401296,-0.09445912473731571,-0.10188463479280471,3.184139422294942e-06,6.438510339236242e-06,6.672788564991242e-06,8.734251333899735e-07,1.2440873133643283e-06,3.2144741250549758e-06,7.917474834086371e-06,2.4107396517669445e-05,2.3881453727026542e-05,4.964762808087208e-06
facebook,120201338787750197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120201338787750197_120201338787750197_facebook_9.jpeg,,201041,1086.0,"R$ 1.924,86",03/10/2023,01/11/2023,0.19597983360290527,0.18887285888195038,-0.039281945675611496,0.21196110546588898,-0.2180396318435669,-0.0015624513616785407,-0.16564176976680756,-0.16041694581508636,-0.10103079676628113,-0.11846551299095154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ead,120240155808710409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240155808710409_120240155808710409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240155808710409_120240155808710409_facebook_9.mp4,200852,65.0,"R$ 1.921,76",02/12/2025,09/12/2025,0.20014549791812897,0.1869199640221066,-0.04214004675547282,0.21256269183423784,-0.2167622653974427,0.0038374399987838436,-0.1637253670228852,-0.16717233757177988,-0.0931385788652632,-0.11378567665815353,9.495770347984273e-06,1.2253285816103775e-05,1.205526471527132e-05,2.4486981808299107e-06,1.9926032024174133e-06,1.2403648912189646e-05,1.6163787430082494e-05,5.830865565270571e-05,5.482803203410573e-05,1.2293890318093581e-05
black-friday-129,120215838548180409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215838548180409_120215838548180409_facebook_9.jpeg,,200772,749.0,"R$ 1.921,45",01/11/2024,03/12/2024,0.19485794007778168,0.19170387089252472,-0.040096465498209,0.21068184077739716,-0.21842722594738007,-0.001418190891854465,-0.16877169907093048,-0.15540967881679535,-0.10488665103912354,-0.11773525923490524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
humanizada,120218186998760379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120218186998760379_120218186998760379_facebook_9.jpeg,,199896,1545.0,"R$ 1.913,80",20/03/2025,06/06/2025,0.19044949114322662,0.1977623552083969,-0.0400361604988575,0.21145634353160858,-0.2186080366373062,-0.003993079531937838,-0.17289309203624725,-0.14700885117053986,-0.1150965616106987,-0.11837223917245865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chip-gratis,120229641658180197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120229641658180197_120229641658180197_facebook_9.jpeg,,199742,1282.0,"R$ 1.909,32",15/05/2025,23/06/2025,0.188102126121521,0.1925436407327652,-0.03053162433207035,0.20985372364521027,-0.22210292518138885,-0.012278893031179905,-0.16832751035690308,-0.14923624694347382,-0.11361676454544067,-0.1286260485649109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oferta,23858216745200408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858216745200408_23858216745200408_facebook_9.jpeg,,199476,808.0,"R$ 1.905,27",30/07/2023,16/08/2023,0.19078898429870605,0.19232432544231415,-0.034088071435689926,0.2104356735944748,-0.2206808179616928,-0.0076626501977443695,-0.16816429793834686,-0.15251348912715912,-0.10942437499761581,-0.12422528117895126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facebook,120214625683860197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214625683860197_120214625683860197_facebook_9.jpeg,,199430,1506.0,"R$ 1.903,42",24/07/2024,19/08/2024,0.1929134577512741,0.19036398828029633,-0.03557475283741951,0.21148355305194855,-0.21968744695186615,-0.005346570163965225,-0.1662345975637436,-0.15700943768024445,-0.10519558191299438,-0.12233079224824905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libertadores|conteudo|paramount-1gb|contrate-agora,120227585481510409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120227585481510409_120227585481510409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120227585481510409_120227585481510409_facebook_9.mp4,199379,3502.0,"R$ 1.896,59",07/05/2025,21/01/2026,0.19959520565138922,0.1932114127609465,-0.04902059411009153,0.21291862030824024,-0.2144249247180091,0.006940375805910056,-0.17005668547418382,-0.15948954158359105,-0.10069881892866558,-0.10750716129938762,2.3327365400105348e-05,1.1195319026328352e-05,7.390157680165278e-05,7.529950156336517e-06,1.544521017605072e-05,5.699090158899357e-05,1.4982073921678965e-05,5.945905739485877e-05,5.821244254884102e-05,7.659945855507949e-05
podcast-corte3-techtim-felipebecker,120233277623400348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120233277623400348_120233277623400348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120233277623400348_120233277623400348_facebook_9.mp4,198537,154.0,"R$ 1.893,75",26/06/2025,30/06/2025,0.19694948162544856,0.191039543683556,-0.04222934672989967,0.21372544968670065,-0.21657357745888559,0.001905101312166318,-0.16620756973597137,-0.1615583606233651,-0.10058019153604453,-0.11433868072080342,6.594181794285232e-06,1.76833558345853e-05,4.169491321167699e-05,5.86500760019617e-07,5.963604737187963e-06,1.3058508035275797e-05,2.6627584710951943e-05,6.0120762542443394e-05,7.138644706965031e-05,2.9082870844706826e-05
flash-sale-mar,120222634617920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222634617920197_120222634617920197_facebook_9.jpeg,,198412,869.0,"R$ 1.893,41",11/03/2025,21/03/2025,0.19172106683254242,0.18770788609981537,-0.030230553820729256,0.2104353904724121,-0.22170870006084442,-0.009607580490410328,-0.16396617889404297,-0.15818731486797333,-0.10410920530557632,-0.1276552379131317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mion-elementos|imperdivel|naked-1gb|contratar-agora,120225331392700409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225331392700409_120225331392700409_facebook_9.jpeg,,198139,693.0,"R$ 1.889,54",17/04/2025,12/05/2025,0.1954541951417923,0.19630765914916992,-0.04754038155078888,0.21058623492717743,-0.21576876938343048,0.0015861229039728642,-0.1742200255393982,-0.14952313899993896,-0.11040178686380386,-0.11104363203048706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flash-sales,120218522197050197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218522197050197_120218522197050197_facebook_9.jpeg,,198085,1138.0,"R$ 1.888,12",23/12/2024,01/01/2025,0.19099359214305878,0.18896393477916718,-0.030765829607844353,0.2108641415834427,-0.22150741517543793,-0.00933005753904581,-0.16465355455875397,-0.1568041294813156,-0.10585346817970276,-0.12744790315628052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
homem-oculos-vr|oferta|mes-gamer|contrate-agora,120234020210760409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120234020210760409_120234020210760409_facebook_9.jpeg,,197896,857.0,"R$ 1.888,01",18/08/2025,03/09/2025,0.20313073694705963,0.1861432045698166,-0.048900481313467026,0.2135477513074875,-0.21367307007312775,0.006249529775232077,-0.16521501541137695,-0.16748690605163574,-0.0931539461016655,-0.10868041962385178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meta,23856419957900408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856419957900408_23856419957900408_facebook_9.jpeg,,197693,897.0,"R$ 1.886,87",22/06/2023,04/08/2023,0.19325797259807587,0.1855388879776001,-0.02960231713950634,0.2100725919008255,-0.22203411161899567,-0.007885056547820568,-0.16207364201545715,-0.16185802221298218,-0.0992017462849617,-0.1277884691953659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in-de-cen-te,120242315672690348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120242315672690348_120242315672690348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120242315672690348_120242315672690348_facebook_9.mp4,197514,1108.0,"R$ 1.886,62",06/11/2025,13/11/2025,0.19784590731496396,0.19422166486797127,-0.047522348027838314,0.21329565459619398,-0.21498923910700757,0.005383539691533572,-0.17005596245112625,-0.1578267090346502,-0.10312050742947537,-0.10924371064681074,2.2909726912601815e-05,5.407297089641264e-06,6.383266111400849e-05,1.6567662087518019e-06,1.0991845493203072e-05,5.367341979641955e-05,9.380635920299952e-06,3.781330773645442e-05,4.973588328838672e-05,7.07273852407071e-05
oferta-premium,120222999050630197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222999050630197_120222999050630197_facebook_9.jpeg,,196971,388.0,"R$ 1.877,87",18/03/2025,17/04/2025,0.189097061753273,0.19430290162563324,-0.034298721700906754,0.21049459278583527,-0.22070340812206268,-0.009015011601150036,-0.16989755630493164,-0.14872843027114868,-0.11384600400924683,-0.12473645061254501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ampla,120206774100410670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120206774100410670_120206774100410670_facebook_9.jpeg,,196969,2360.0,"R$ 1.874,53",01/03/2024,17/04/2024,0.20499253273010254,0.19199605286121368,-0.05849192664027214,0.21371914446353912,-0.21048927307128906,0.013507324270904064,-0.17126263678073883,-0.16260237991809845,-0.09661859273910522,-0.09866795688867569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lookalike,120208743030180670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120208743030180670_120208743030180670_facebook_9.jpeg,,196887,3114.0,"R$ 1.873,75",19/04/2024,13/06/2024,0.19662003219127655,0.18909205496311188,-0.039803847670555115,0.21293775737285614,-0.2175327092409134,3.803537038038485e-05,-0.16483891010284424,-0.16263261437416077,-0.0992656946182251,-0.1170845702290535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
