creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date
facebook,120213570909230197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213570909230197_120213570909230197_facebook_9.jpeg,,82629918,223809.0,"R$ 811.462,31",03/06/2024,05/07/2024
aparelho,120225066930440750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120225066930440750_120225066930440750_facebook_9.jpeg,,82504112,551508.0,"R$ 758.568,29",25/04/2025,16/05/2025
alltype,120219963898640197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120219963898640197_120219963898640197_facebook_9.jpeg,,80386313,266396.0,"R$ 664.492,37",03/02/2025,23/04/2025
facebook,120204042349660197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042349660197_120204042349660197_facebook_9.jpeg,,78048283,210442.0,"R$ 661.018,81",02/12/2023,08/02/2024
meta,23860547120450408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860547120450408_23860547120450408_facebook_9.jpeg,,74546601,41271.0,"R$ 649.269,06",22/09/2023,07/01/2024
kv-hero,120218102995100197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218102995100197_120218102995100197_facebook_9.jpeg,,69852816,233609.0,"R$ 623.920,08",10/12/2024,17/04/2025
pais-chip-gratis-v2,120234275827920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234275827920197_120234275827920197_facebook_9.jpeg,,68842375,338677.0,"R$ 622.777,52",18/07/2025,16/08/2025
interesses-relacionados,120207468072780370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120207468072780370_120207468072780370_facebook_9.jpeg,,63164803,54811.0,"R$ 601.900,45",12/01/2024,26/02/2024
kv-hero,120218026550270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218026550270197_120218026550270197_facebook_9.jpeg,,62342369,260544.0,"R$ 593.302,88",10/12/2024,17/04/2025
as-abc-25,120214669379000409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120214669379000409_120214669379000409_facebook_9.jpeg,,61876038,87451.0,"R$ 576.602,14",16/09/2024,17/10/2024
bf-portabilidade-v2,120241506512410197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241506512410197_120241506512410197_facebook_9.jpeg,,60121608,229486.0,"R$ 542.517,85",31/10/2025,04/12/2025
36gb-64m,120212281200920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212281200920197_120212281200920197_facebook_9.jpeg,,57260288,194699.0,"R$ 537.541,52",29/04/2024,05/06/2024
meta,120213489727150409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213489727150409_120213489727150409_facebook_9.jpeg,,55024028,80145.0,"R$ 535.929,92",24/07/2024,01/10/2024
kv-chip-gratis,120226024129580197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226024129580197_120226024129580197_facebook_9.jpeg,,54353421,202955.0,"R$ 529.675,20",09/04/2025,19/06/2025
kv-gb-preco,120226024616440197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226024616440197_120226024616440197_facebook_9.jpeg,,53254097,149112.0,"R$ 529.485,17",09/04/2025,18/06/2025
kv-hero,120225987946050197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120225987946050197_120225987946050197_facebook_9.jpeg,,52475596,283456.0,"R$ 508.445,64",09/04/2025,19/06/2025
facebook,120208757900830197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208757900830197_120208757900830197_facebook_9.jpeg,,52341049,131799.0,"R$ 489.785,48",19/02/2024,04/04/2024
chegada-praca,120231943315220409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120231943315220409_120231943315220409_facebook_9.jpeg,,52031960,53399.0,"R$ 474.102,11",22/07/2025,17/09/2025
kv-custo-beneficio-v2,120238596785790197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238596785790197_120238596785790197_facebook_9.jpeg,,49341973,197441.0,"R$ 470.251,32",19/09/2025,01/11/2025
demografico-interesses,120212692875030750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120212692875030750_120212692875030750_facebook_9.jpeg,,47837814,19005.0,"R$ 466.240,98",16/08/2024,06/09/2024
bf-chip-virtual,120241512422520197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241512422520197_120241512422520197_facebook_9.jpeg,,47436028,174104.0,"R$ 461.737,62",01/11/2025,04/12/2025
gb-preco,120235683570380197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235683570380197_120235683570380197_facebook_9.jpeg,,46892250,155611.0,"R$ 458.807,17",05/08/2025,22/09/2025
meta,23860546499090408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860546499090408_23860546499090408_facebook_9.jpeg,,44448557,28847.0,"R$ 449.958,56",22/09/2023,06/12/2023
esim-ativo,120235684268330197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235684268330197_120235684268330197_facebook_9.jpeg,,43374186,156426.0,"R$ 437.936,82",05/08/2025,23/09/2025
interesses-relacionados,120210006065210750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120210006065210750_120210006065210750_facebook_9.jpeg,,43134300,41379.0,"R$ 437.479,03",26/04/2024,12/05/2024
33gb-54m,120212322118200197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212322118200197_120212322118200197_facebook_9.jpeg,,42867149,153511.0,"R$ 435.250,53",30/04/2024,04/06/2024
facebook,120204042252530197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042252530197_120204042252530197_facebook_9.jpeg,,41304932,143354.0,"R$ 433.758,21",01/12/2023,08/02/2024
atl-1,120217399134720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217399134720197_120217399134720197_facebook_9.jpeg,,41302333,91977.0,"R$ 431.326,49",14/11/2024,11/12/2024
