creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date
kv-choice,120222528290080197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222528290080197_120222528290080197_facebook_9.jpeg,,1483587,11596.0,"R$ 10.716,25",10/03/2025,05/04/2025
oferta-119,120212466046340409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212466046340409_120212466046340409_facebook_9.jpeg,,1480365,6082.0,"R$ 10.705,55",13/06/2024,16/08/2024
meta,23860546925640408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860546925640408_23860546925640408_facebook_9.jpeg,,1478898,158.0,"R$ 10.672,94",22/09/2023,01/12/2023
priceup-98,23858695948080408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858695948080408_23858695948080408_facebook_9.jpeg,,1477456,7075.0,"R$ 10.658,82",16/08/2023,22/01/2024
facebook,120204045617950197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204045617950197_120204045617950197_facebook_9.jpeg,,1472932,3005.0,"R$ 10.621,25",02/12/2023,23/01/2024
whatsapp-agressivo,120228266724190370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120228266724190370_120228266724190370_facebook_9.jpeg,,1472368,6332.0,"R$ 10.606,34",01/05/2025,31/05/2025
nao-cliente-recarregue,120220329740460370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120220329740460370_120220329740460370_facebook_9.jpeg,,1472287,13671.0,"R$ 10.589,70",01/02/2025,18/02/2025
facebook,120213943527180197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213943527180197_120213943527180197_facebook_9.jpeg,,1471379,5005.0,"R$ 10.575,42",21/06/2024,05/07/2024
atl-1,120217078590850197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217078590850197_120217078590850197_facebook_9.jpeg,,1469075,4053.0,"R$ 10.561,77",03/11/2024,11/11/2024
kv-viagem,120222528412420197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222528412420197_120222528412420197_facebook_9.jpeg,,1467555,11784.0,"R$ 10.546,29",10/03/2025,07/04/2025
unico-no-mercado,120216279060320197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216279060320197_120216279060320197_facebook_9.jpeg,,1467392,3555.0,"R$ 10.538,46",02/10/2024,08/11/2024
nao-cliente-recarregue,120219568651170370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120219568651170370_120219568651170370_facebook_9.jpeg,,1465606,11762.0,"R$ 10.496,92",09/01/2025,31/01/2025
conteudo-q4,120215053337710409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215053337710409_120215053337710409_facebook_9.jpeg,,1464642,1982.0,"R$ 10.481,99",01/10/2024,08/10/2024
pais-gb-preco,120234888775130197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234888775130197_120234888775130197_facebook_9.jpeg,,1464177,6636.0,"R$ 10.481,00",25/07/2025,20/08/2025
meta,23856422747700408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856422747700408_23856422747700408_facebook_9.jpeg,,1463047,1724.0,"R$ 10.469,57",22/06/2023,20/07/2023
-,120200892431960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120200892431960409_120200892431960409_facebook_9.jpeg,,1461185,2547.0,"R$ 10.467,84",09/10/2023,21/07/2024
bf-sem-surpresas-v2,120241505999420197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241505999420197_120241505999420197_facebook_9.jpeg,,1459287,12862.0,"R$ 10.464,51",01/11/2025,04/12/2025
 priceup,23860239190470408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860239190470408_23860239190470408_facebook_9.jpeg,,1456088,5318.0,"R$ 10.435,34",18/09/2023,02/10/2023
kv-whatsapp,120245557370440197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245557370440197_120245557370440197_facebook_9.jpeg,,1451120,7389.0,"R$ 10.424,60",09/01/2026,31/01/2026
pais-gb-preco,120234273690370197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234273690370197_120234273690370197_facebook_9.jpeg,,1450406,10872.0,"R$ 10.404,06",18/07/2025,15/08/2025
consulte-disponibilidade,120212539728990409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212539728990409_120212539728990409_facebook_9.jpeg,,1449321,1388.0,"R$ 10.400,56",13/06/2024,08/09/2024
300-200,120207338099960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120207338099960409_120207338099960409_facebook_9.jpeg,,1448059,2279.0,"R$ 10.397,06",07/02/2024,05/06/2024
facebook,120204212172860197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204212172860197_120204212172860197_facebook_9.jpeg,,1445961,4430.0,"R$ 10.369,03",04/12/2023,22/01/2024
all-type,23858877740380408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858877740380408_23858877740380408_facebook_9.jpeg,,1445714,1903.0,"R$ 10.344,54",21/08/2023,02/10/2023
kv-hero,120243700062660197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243700062660197_120243700062660197_facebook_9.jpeg,,1445356,10007.0,"R$ 10.317,63",03/12/2025,09/01/2026
facebook,23857426685700196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23857426685700196_23857426685700196_facebook_9.jpeg,,1445151,5055.0,"R$ 10.270,81",03/07/2023,22/09/2023
gamers,120217781322750409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120217781322750409_120217781322750409_facebook_9.jpeg,,1442716,743.0,"R$ 10.244,59",17/01/2025,07/02/2025
facebook,120204042965450197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042965450197_120204042965450197_facebook_9.jpeg,,1442215,4362.0,"R$ 10.232,07",02/12/2023,23/01/2024
pix,120232828335130370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120232828335130370_120232828335130370_facebook_9.jpeg,,1438844,6053.0,"R$ 10.225,80",01/07/2025,31/07/2025
as-25-interesses,120214928609650750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120214928609650750_120214928609650750_facebook_9.jpeg,,1436300,23585.0,"R$ 10.220,02",01/11/2024,23/11/2024
all-type,23858901227000408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858901227000408_23858901227000408_facebook_9.jpeg,,1435030,2324.0,"R$ 10.194,62",24/08/2023,03/10/2023
ampla,120205011442400670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120205011442400670_120205011442400670_facebook_9.jpeg,,1426767,5370.0,"R$ 10.170,38",23/01/2024,01/04/2024
iza-joia|oferta|flash-sale-recarga-whatsapp|recarregue-no-whatsapp,120233136967190370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120233136967190370_120233136967190370_facebook_9.jpeg,,1426341,6200.0,"R$ 10.164,65",03/07/2025,25/07/2025
36gb-64m,120211793245240197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120211793245240197_120211793245240197_facebook_9.jpeg,,1425637,13933.0,"R$ 10.135,77",18/04/2024,02/05/2024
modem,120229202151040409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229202151040409_120229202151040409_facebook_9.jpeg,,1420756,12776.0,"R$ 10.117,47",30/05/2025,30/06/2025
modem,120226001782920409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120226001782920409_120226001782920409_facebook_9.jpeg,,1418933,801.0,"R$ 10.109,86",25/04/2025,05/05/2025
facebook,120214601884720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214601884720197_120214601884720197_facebook_9.jpeg,,1415235,5488.0,"R$ 10.105,15",24/07/2024,23/08/2024
iza-surpresa-apontando|qualidade|conversao-generica-600mb|contrate-agora,120225736698820409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225736698820409_120225736698820409_facebook_9.jpeg,,1414267,7128.0,"R$ 10.104,32",22/05/2025,04/11/2025
mion-surpreso|ultraqualidade|generico|contrate-agora,120213520069950409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213520069950409_120213520069950409_facebook_9.jpeg,,1403836,6270.0,"R$ 10.065,15",01/08/2024,17/03/2025
kv-hero,120243635134280197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243635134280197_120243635134280197_facebook_9.jpeg,,1402496,10544.0,"R$ 10.064,47",04/12/2025,10/01/2026
vizinhos,120226001782900409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120226001782900409_120226001782900409_facebook_9.jpeg,,1398167,792.0,"R$ 10.037,87",25/04/2025,05/05/2025
meta,120213303026870409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213303026870409_120213303026870409_facebook_9.jpeg,,1393672,1403.0,"R$ 10.028,41",16/07/2024,25/09/2024
kv-hero,120236622170270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120236622170270197_120236622170270197_facebook_9.jpeg,,1391519,7974.0,"R$ 10.023,05",20/08/2025,20/09/2025
vizinhos,120222006892930409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222006892930409_120222006892930409_facebook_9.jpeg,,1384736,753.0,"R$ 10.000,00",01/04/2025,10/05/2025
meta,120214207289330197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214207289330197_120214207289330197_facebook_9.jpeg,,1382628,3677.0,"R$ 10.000,00",04/07/2024,25/07/2024
facebook,120214610509720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214610509720197_120214610509720197_facebook_9.jpeg,,1382467,5669.0,"R$ 10.000,00",24/07/2024,22/08/2024
kv-hero-namorados,120230793556060197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120230793556060197_120230793556060197_facebook_9.jpeg,,1381933,6930.0,"R$ 10.000,00",02/06/2025,14/06/2025
facebook,120213645477790197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213645477790197_120213645477790197_facebook_9.jpeg,,1381100,2536.0,"R$ 10.000,00",06/06/2024,14/06/2024
gb-preco,120231928563560197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120231928563560197_120231928563560197_facebook_9.jpeg,,1380610,9110.0,"R$ 10.000,00",16/06/2025,13/10/2025
facebook,120208757642700197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208757642700197_120208757642700197_facebook_9.jpeg,,1377715,5676.0,"R$ 10.000,00",19/02/2024,03/04/2024
movers,120222006892920409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120222006892920409_120222006892920409_facebook_9.jpeg,,1373415,809.0,"R$ 10.000,00",01/04/2025,04/05/2025
iza-sorrindo-celular|oferta|500mb-foco-wpp|contrate-agora,120229223049820409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229223049820409_120229223049820409_facebook_9.jpeg,,1370139,10507.0,"R$ 10.000,00",30/05/2025,10/02/2026
hero,120226394324000409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120226394324000409_120226394324000409_facebook_9.jpeg,,1368113,897.0,"R$ 10.000,00",05/05/2025,02/07/2025
meta,120214626946160197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214626946160197_120214626946160197_facebook_9.jpeg,,1365869,3730.0,"R$ 10.000,00",25/07/2024,02/09/2024
iza-apontando-portal|oferta|naked-500mb|contrate-agora,120239441697530409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239441697530409_120239441697530409_facebook_9.jpeg,,1361196,30570.0,"R$ 9.999,87",18/11/2025,10/02/2026
iza-headphone|qualidade|gamers-generico|contrate-agora,120228385611750409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120228385611750409_120228385611750409_facebook_9.jpeg,,1357453,13080.0,"R$ 9.998,36",19/05/2025,10/02/2026
as-abc-25,120215292963090409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215292963090409_120215292963090409_facebook_9.jpeg,,1356340,14315.0,"R$ 9.997,64",10/10/2024,28/10/2024
ampla,120206288918460670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120206288918460670_120206288918460670_facebook_9.jpeg,,1354841,16888.0,"R$ 9.989,20",20/02/2024,24/04/2024
iza-sorrindo-celular|oferta|500mb-foco-wpp|contrate-agora,120229223049390409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229223049390409_120229223049390409_facebook_9.jpeg,,1350112,9762.0,"R$ 9.958,46",10/06/2025,10/02/2026
kv-hero-v2,120232012487770197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120232012487770197_120232012487770197_facebook_9.jpeg,,1342442,7275.0,"R$ 9.921,02",18/06/2025,20/08/2025
maes-kv-hero,120228071285800197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120228071285800197_120228071285800197_facebook_9.jpeg,,1342162,7769.0,"R$ 9.915,24",30/04/2025,17/05/2025
5G-tutorial-grandeseventos-game-futebol-streaming-estudo,120201070543870439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1640492266333423_120201070543870439_120201070543870439_facebook_9.jpeg,,1336623,8354.0,"R$ 9.911,82",16/10/2023,10/01/2024
recarga-whatsapp,120239245967670370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120239245967670370_120239245967670370_facebook_9.jpeg,,1333911,6120.0,"R$ 9.886,01",08/09/2025,11/10/2025
whatsapp-novo,120222058583250370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120222058583250370_120222058583250370_facebook_9.jpeg,,1332736,10785.0,"R$ 9.882,93",01/03/2025,31/03/2025
pix,120228478925700370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120228478925700370_120228478925700370_facebook_9.jpeg,,1332566,5854.0,"R$ 9.876,72",01/05/2025,31/05/2025
conexao-wpp,120229688701940197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120229688701940197_120229688701940197_facebook_9.jpeg,,1327702,7731.0,"R$ 9.814,77",16/05/2025,25/07/2025
mion-surpreso|ultraqualidade|generico|contrate-agora,120213521433280409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213521433280409_120213521433280409_facebook_9.jpeg,,1327110,7541.0,"R$ 9.811,66",01/08/2024,17/03/2025
as-25-interesses,120215001778250750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120215001778250750_120215001778250750_facebook_9.jpeg,,1325601,19371.0,"R$ 9.797,54",01/11/2024,23/11/2024
33gb-54m,120214611046810197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214611046810197_120214611046810197_facebook_9.jpeg,,1322805,6694.0,"R$ 9.787,08",25/07/2024,06/09/2024
meta,23856426679590408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856426679590408_23856426679590408_facebook_9.jpeg,,1320335,1192.0,"R$ 9.762,72",22/06/2023,22/07/2023
iza-apontando-portal|oferta|naked-600mb|contrate-agora,120229109802350409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229109802350409_120229109802350409_facebook_9.jpeg,,1318762,4382.0,"R$ 9.744,44",28/05/2025,03/07/2025
as-25-interesses,120215349716440750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120215349716440750_120215349716440750_facebook_9.jpeg,,1316015,22287.0,"R$ 9.726,25",19/11/2024,09/12/2024
meta,23854209838850408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23854209838850408_23854209838850408_facebook_9.jpeg,,1305497,2024.0,"R$ 9.664,03",13/03/2023,30/03/2023
pais-gb-preco-v3,120234275765190197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234275765190197_120234275765190197_facebook_9.jpeg,,1293926,11457.0,"R$ 9.621,55",18/07/2025,16/08/2025
bf-5g-v2,120241506247500197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241506247500197_120241506247500197_facebook_9.jpeg,,1292384,11055.0,"R$ 9.619,47",01/11/2025,03/12/2025
flash-oferta-limitada-kv6,120222633924590197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222633924590197_120222633924590197_facebook_9.jpeg,,1284329,5135.0,"R$ 9.553,43",11/03/2025,21/03/2025
facebook,120207337249750197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120207337249750197_120207337249750197_facebook_9.jpeg,,1282736,23161.0,"R$ 9.553,18",23/01/2024,22/02/2024
mion-mostrando|olhou-clicou|contrate-facil|contratar-rapido,120200892393400409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120200892393400409_120200892393400409_facebook_9.jpeg,,1282376,2243.0,"R$ 9.549,42",09/10/2023,12/03/2025
300mb,23858695883050408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858695883050408_23858695883050408_facebook_9.jpeg,,1270105,4358.0,"R$ 9.549,09",16/08/2023,11/09/2023
base-churn,120203707891480439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1640492266333423_120203707891480439_120203707891480439_facebook_9.jpeg,,1263655,1337.0,"R$ 9.509,93",26/11/2023,14/02/2024
modem-q4,120215053337700409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215053337700409_120215053337700409_facebook_9.jpeg,,1261770,1305.0,"R$ 9.496,08",01/10/2024,08/10/2024
facebook,23860418935220196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23860418935220196_23860418935220196_facebook_9.jpeg,,1251480,3603.0,"R$ 9.461,44",18/09/2023,06/10/2023
oferta-rmkt,120203036063140409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120203036063140409_120203036063140409_facebook_9.jpeg,,1250353,3030.0,"R$ 9.449,47",04/12/2023,16/06/2024
controle,120216258226110197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216258226110197_120216258226110197_facebook_9.jpeg,,1241227,4942.0,"R$ 9.424,68",02/10/2024,04/11/2024
33gb-57m,120211792031890197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120211792031890197_120211792031890197_facebook_9.jpeg,,1239571,6255.0,"R$ 9.360,67",18/04/2024,06/05/2024
nao-cliente-app,120219568651120370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120219568651120370_120219568651120370_facebook_9.jpeg,,1221561,10695.0,"R$ 9.347,85",09/01/2025,31/01/2025
movers,120240155976210409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120240155976210409_120240155976210409_facebook_9.jpeg,,1221546,1331.0,"R$ 9.342,93",02/12/2025,11/12/2025
meta,23855718438070408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855718438070408_23855718438070408_facebook_9.jpeg,,1217061,3985.0,"R$ 9.335,86",02/06/2023,29/07/2023
pais-whatsapp-v2,120234276042290197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234276042290197_120234276042290197_facebook_9.jpeg,,1204299,12502.0,"R$ 9.329,35",18/07/2025,15/08/2025
kv-hero,120243635851060197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243635851060197_120243635851060197_facebook_9.jpeg,,1201217,11021.0,"R$ 9.317,64",04/12/2025,10/01/2026
flash-bundle-kv2,120222644270910197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222644270910197_120222644270910197_facebook_9.jpeg,,1200762,3472.0,"R$ 9.313,01",12/03/2025,26/03/2025
movers,120226001782850409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120226001782850409_120226001782850409_facebook_9.jpeg,,1198303,733.0,"R$ 9.282,26",25/04/2025,05/05/2025
flash-sales-kv5,120220568177870197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120220568177870197_120220568177870197_facebook_9.jpeg,,1195183,8181.0,"R$ 9.247,70",18/02/2025,04/04/2025
gamers,120218707794110409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120218707794110409_120218707794110409_facebook_9.jpeg,,1191297,674.0,"R$ 9.229,11",06/02/2025,02/04/2025
gamers,120217781673840409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120217781673840409_120217781673840409_facebook_9.jpeg,,1187357,15697.0,"R$ 9.197,48",17/01/2025,31/03/2025
mion-elementos|imperdivel|naked-500mb|contratar-agora,120216185808820409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216185808820409_120216185808820409_facebook_9.jpeg,,1186111,10665.0,"R$ 9.161,13",03/12/2024,12/05/2025
facebook,23857430728100196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23857430728100196_23857430728100196_facebook_9.jpeg,,1180377,5350.0,"R$ 9.092,95",03/07/2023,26/09/2023
facebook,120208753530720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208753530720197_120208753530720197_facebook_9.jpeg,,1180021,6750.0,"R$ 9.045,57",19/02/2024,08/04/2024
controle-aon,120219963939890197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120219963939890197_120219963939890197_facebook_9.jpeg,,1177749,6696.0,"R$ 9.035,07",03/02/2025,28/02/2025
facebook,23857432108530196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23857432108530196_23857432108530196_facebook_9.jpeg,,1175591,3773.0,"R$ 9.023,59",03/07/2023,09/09/2024
bf-sem-surpresas,120241505915280197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241505915280197_120241505915280197_facebook_9.jpeg,,1175256,9801.0,"R$ 9.003,49",31/10/2025,04/12/2025
facebook,120214601563360197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214601563360197_120214601563360197_facebook_9.jpeg,,1172245,4181.0,"R$ 9.002,98",24/07/2024,23/08/2024
,120204011925360670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120204011925360670_120204011925360670_facebook_9.jpeg,,1172019,6483.0,"R$ 8.996,05",19/12/2023,21/01/2024
kv-5g,120243633499880197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243633499880197_120243633499880197_facebook_9.jpeg,,1168529,9987.0,"R$ 8.975,06",03/12/2025,09/01/2026
kv-custo-beneficio-v2-bbb,120246152128860197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246152128860197_120246152128860197_facebook_9.jpeg,,1166078,6052.0,"R$ 8.877,94",21/01/2026,31/01/2026
base-churn-fevereiro,120206451986100439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1640492266333423_120206451986100439_120206451986100439_facebook_9.jpeg,,1161203,1351.0,"R$ 8.862,86",25/01/2024,29/03/2024
oferta-135,120206043694140409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120206043694140409_120206043694140409_facebook_9.jpeg,,1160674,3081.0,"R$ 8.846,43",15/01/2024,01/04/2024
oferta,120224350948760370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120224350948760370_120224350948760370_facebook_9.jpeg,,1159414,5560.0,"R$ 8.841,17",01/04/2025,30/04/2025
flash-chip-kv1,120222634850840197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222634850840197_120222634850840197_facebook_9.jpeg,,1156477,6252.0,"R$ 8.831,03",11/03/2025,21/03/2025
pais-chip-gratis,120234049588750197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234049588750197_120234049588750197_facebook_9.jpeg,,1156094,6160.0,"R$ 8.825,52",17/07/2025,02/08/2025
kv-hero,120245555031370197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245555031370197_120245555031370197_facebook_9.jpeg,,1155063,10329.0,"R$ 8.808,25",09/01/2026,10/02/2026
whatsapp-agressivo,120240527989030370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120240527989030370_120240527989030370_facebook_9.jpeg,,1153724,10117.0,"R$ 8.802,77",01/10/2025,31/10/2025
facebook,120203251357530197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120203251357530197_120203251357530197_facebook_9.jpeg,,1152651,5369.0,"R$ 8.790,65",14/11/2023,02/12/2023
meta,120213866533960409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213866533960409_120213866533960409_facebook_9.jpeg,,1152343,1382.0,"R$ 8.756,66",12/08/2024,22/08/2024
as-abc-18,120213311822210439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1640492266333423_120213311822210439_120213311822210439_facebook_9.jpeg,,1152198,53.0,"R$ 8.739,86",04/09/2024,20/10/2024
flash-oferta-conexao-kv3,120225028647060197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120225028647060197_120225028647060197_facebook_9.jpeg,,1150350,4715.0,"R$ 8.713,20",03/04/2025,13/04/2025
-,120200893153920409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120200893153920409_120200893153920409_facebook_9.jpeg,,1145355,4258.0,"R$ 8.702,06",09/10/2023,16/07/2024
kv-sem-surpresas,120245557181570197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245557181570197_120245557181570197_facebook_9.jpeg,,1144171,8258.0,"R$ 8.702,00",09/01/2026,30/01/2026
iza-joia|oferta|flash-sale-recarga-whatsapp|recarregue-no-whatsapp,120234272459280370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120234272459280370_120234272459280370_facebook_9.jpeg,,1142489,4805.0,"R$ 8.701,17",03/07/2025,23/07/2025
games,23859055204370408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23859055204370408_23859055204370408_facebook_9.jpeg,,1140136,3912.0,"R$ 8.700,78",30/08/2023,10/02/2024
