creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,filename,category
loud-mes-gamer,23858932560860408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23858932560860408_23858932560860408_facebook_9.jpeg,,53601,95.0,"R$ 679,95",23/08/2023,01/09/2023,707505037025219_23858932560860408_23858932560860408_facebook_9.jpeg,
facebook,23857424318410196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23857424318410196_23857424318410196_facebook_9.jpeg,,53582,277.0,"R$ 678,50",03/07/2023,04/07/2023,1008236073176348_23857424318410196_23857424318410196_facebook_9.jpeg,
pinguim|assinatura|max|contrate-agora,120225331392480409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225331392480409_120225331392480409_facebook_9.jpeg,,53511,212.0,"R$ 677,04",17/04/2025,12/05/2025,707505037025219_120225331392480409_120225331392480409_facebook_9.jpeg,
mion-mostrando|olhou-clicou|contrate-facil|contratar-rapido,120221214085760409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221214085760409_120221214085760409_facebook_9.jpeg,,53428,212.0,"R$ 675,96",13/03/2025,07/05/2025,707505037025219_120221214085760409_120221214085760409_facebook_9.jpeg,
sara,120230669068980197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120230669068980197_120230669068980197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120230669068980197_120230669068980197_facebook_9.mp4,53285,616.0,"R$ 675,74",01/06/2025,01/07/2025,1008236073176348_120230669068980197_120230669068980197_facebook_9.jpg,
,120221498162630409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221498162630409_120221498162630409_facebook_9.jpeg,,53261,1420.0,"R$ 674,81",17/03/2025,17/03/2025,707505037025219_120221498162630409_120221498162630409_facebook_9.jpeg,
conexao-wpp-namorados,120230794657390197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120230794657390197_120230794657390197_facebook_9.jpeg,,53205,354.0,"R$ 674,39",02/06/2025,14/06/2025,1008236073176348_120230794657390197_120230794657390197_facebook_9.jpeg,
iza-boca-aberta|oferta|black-friday-fase-1|contrate-agora,120239441697500409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239441697500409_120239441697500409_facebook_9.jpeg,,53203,291.0,"R$ 673,89",18/11/2025,02/12/2025,707505037025219_120239441697500409_120239441697500409_facebook_9.jpeg,
facebook,120209956605360197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120209956605360197_120209956605360197_facebook_9.jpeg,,53137,127.0,"R$ 673,43",13/03/2024,21/03/2024,1008236073176348_120209956605360197_120209956605360197_facebook_9.jpeg,
iza-apontando-portal|oferta|naked-500mb|contrate-agora,120239441697560409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239441697560409_120239441697560409_facebook_9.jpeg,,53097,380.0,"R$ 673,39",18/11/2025,09/02/2026,707505037025219_120239441697560409_120239441697560409_facebook_9.jpeg,
maes-conexao-wpp,120228072289670197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120228072289670197_120228072289670197_facebook_9.jpeg,,53034,354.0,"R$ 672,99",30/04/2025,16/05/2025,1008236073176348_120228072289670197_120228072289670197_facebook_9.jpeg,
carrinho-abandonado,120216154524210409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216154524210409_120216154524210409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216154524210409_120216154524210409_facebook_9.mp4,52835,471.0,"R$ 672,80",18/11/2024,06/12/2024,707505037025219_120216154524210409_120216154524210409_facebook_9.jpg,
modem-q4,120215053337860409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215053337860409_120215053337860409_facebook_9.jpeg,,52806,34.0,"R$ 672,68",01/10/2024,07/10/2024,707505037025219_120215053337860409_120215053337860409_facebook_9.jpeg,
mion-venha|oferta-imperdivel|mes-do-consumidor|contrate,120221999890790409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221999890790409_120221999890790409_facebook_9.jpeg,,52752,210.0,"R$ 670,13",26/03/2025,10/04/2025,707505037025219_120221999890790409_120221999890790409_facebook_9.jpeg,
facebook,120215505126550197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215505126550197_120215505126550197_facebook_9.jpeg,,52534,175.0,"R$ 669,94",02/09/2024,13/09/2024,1008236073176348_120215505126550197_120215505126550197_facebook_9.jpeg,
hero-ab,120234467223790409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120234467223790409_120234467223790409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120234467223790409_120234467223790409_facebook_9.mp4,52533,155.0,"R$ 666,56",26/08/2025,15/09/2025,707505037025219_120234467223790409_120234467223790409_facebook_9.jpg,
kv-hero,120233300870540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120233300870540197_120233300870540197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120233300870540197_120233300870540197_facebook_9.mp4,52318,738.0,"R$ 666,28",09/07/2025,17/07/2025,1008236073176348_120233300870540197_120233300870540197_facebook_9.jpg,
pinguim|assinatura|max|contratar-agora,120217775263350409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120217775263350409_120217775263350409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120217775263350409_120217775263350409_facebook_9.mp4,52275,511.0,"R$ 665,16",21/01/2025,17/03/2025,707505037025219_120217775263350409_120217775263350409_facebook_9.jpg,
-,120209133350080409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209133350080409_120209133350080409_facebook_9.jpeg,,52273,364.0,"R$ 665,13",18/03/2024,25/03/2024,707505037025219_120209133350080409_120209133350080409_facebook_9.jpeg,
oferta-159,120213521693470409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213521693470409_120213521693470409_facebook_9.jpeg,,52272,191.0,"R$ 664,94",01/08/2024,01/11/2024,707505037025219_120213521693470409_120213521693470409_facebook_9.jpeg,
sara,120230489636520197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120230489636520197_120230489636520197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120230489636520197_120230489636520197_facebook_9.mp4,52129,674.0,"R$ 664,58",01/06/2025,27/06/2025,1008236073176348_120230489636520197_120230489636520197_facebook_9.jpg,
paramount-109,120217045944370409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120217045944370409_120217045944370409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120217045944370409_120217045944370409_facebook_9.mp4,52110,561.0,"R$ 663,84",19/12/2024,06/01/2025,707505037025219_120217045944370409_120217045944370409_facebook_9.jpg,
iza-surpresa-robo-bbb|conteudo|700mb-globoplay|contrate-agora,120241896209870409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120241896209870409_120241896209870409_facebook_9.jpeg,,52083,330.0,"R$ 663,72",08/01/2026,10/02/2026,707505037025219_120241896209870409_120241896209870409_facebook_9.jpeg,
facebook,120209970617200197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120209970617200197_120209970617200197_facebook_9.jpeg,,52054,91.0,"R$ 662,22",13/03/2024,19/03/2024,1008236073176348_120209970617200197_120209970617200197_facebook_9.jpeg,
kv-plano-completo,120229320277770197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120229320277770197_120229320277770197_facebook_9.jpeg,,52054,215.0,"R$ 660,20",16/05/2025,08/07/2025,1008236073176348_120229320277770197_120229320277770197_facebook_9.jpeg,
brandlovers-ugc-f1,120234479882250080,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1293690292045551_120234479882250080_120234479882250080_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1293690292045551_120234479882250080_120234479882250080_facebook_9.mp4,52046,118.0,"R$ 660,08",07/11/2025,13/11/2025,1293690292045551_120234479882250080_120234479882250080_facebook_9.jpg,
ampla,120212310971430670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120212310971430670_120212310971430670_facebook_9.jpeg,,52045,673.0,"R$ 659,80",06/09/2024,25/09/2024,1489403321498685_120212310971430670_120212310971430670_facebook_9.jpeg,
ampla,120208742054010670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120208742054010670_120208742054010670_facebook_9.jpeg,,51983,1306.0,"R$ 659,00",19/04/2024,14/06/2024,1489403321498685_120208742054010670_120208742054010670_facebook_9.jpeg,
visitantes-do-site,120215102237450409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120215102237450409_120215102237450409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120215102237450409_120215102237450409_facebook_9.mp4,51954,256.0,"R$ 658,37",02/10/2024,18/11/2024,707505037025219_120215102237450409_120215102237450409_facebook_9.jpg,
whatsapp,120216390666150370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120216390666150370_120216390666150370_facebook_9.jpeg,,51841,417.0,"R$ 656,85",04/09/2024,06/11/2024,5006651156112143_120216390666150370_120216390666150370_facebook_9.jpeg,
wifi-users,120216178318780409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216178318780409_120216178318780409_facebook_9.jpeg,,51830,140.0,"R$ 655,65",18/11/2024,03/12/2024,707505037025219_120216178318780409_120216178318780409_facebook_9.jpeg,
facebook,120210380885620197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120210380885620197_120210380885620197_facebook_9.jpeg,,51811,317.0,"R$ 653,88",20/03/2024,03/04/2024,1008236073176348_120210380885620197_120210380885620197_facebook_9.jpeg,
meta,23856426736560408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856426736560408_23856426736560408_facebook_9.jpeg,,51691,48.0,"R$ 653,06",22/06/2023,17/07/2023,707505037025219_23856426736560408_23856426736560408_facebook_9.jpeg,
mion-sala|ultraestabilidade|estabilidade|sem-cta,120221999890880409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120221999890880409_120221999890880409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120221999890880409_120221999890880409_facebook_9.mp4,51671,700.0,"R$ 652,69",26/03/2025,12/05/2025,707505037025219_120221999890880409_120221999890880409_facebook_9.jpg,
iza-boca-aberta|oferta|black-friday-fase-2|contrate-agora,120239512604580409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120239512604580409_120239512604580409_facebook_9.jpeg,,51659,271.0,"R$ 652,53",25/11/2025,04/12/2025,707505037025219_120239512604580409_120239512604580409_facebook_9.jpeg,
homeoffice,23860065509500408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860065509500408_23860065509500408_facebook_9.jpeg,,51645,208.0,"R$ 650,55",18/09/2023,02/10/2023,707505037025219_23860065509500408_23860065509500408_facebook_9.jpeg,
prime-video,120216390666220370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120216390666220370_120216390666220370_facebook_9.jpeg,,51606,225.0,"R$ 648,99",04/09/2024,06/11/2024,5006651156112143_120216390666220370_120216390666220370_facebook_9.jpeg,
all-type,23860065509380408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860065509380408_23860065509380408_facebook_9.jpeg,,51470,135.0,"R$ 648,40",18/09/2023,02/10/2023,707505037025219_23860065509380408_23860065509380408_facebook_9.jpeg,
gamers,120222006893040409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222006893040409_120222006893040409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222006893040409_120222006893040409_facebook_9.mp4,51452,582.0,"R$ 647,56",01/04/2025,04/05/2025,707505037025219_120222006893040409_120222006893040409_facebook_9.jpg,
kooaklike,23853930260480408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853930260480408_23853930260480408_facebook_9.jpeg,,51434,318.0,"R$ 644,97",17/02/2023,23/02/2023,707505037025219_23853930260480408_23853930260480408_facebook_9.jpeg,
,120221498162680409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221498162680409_120221498162680409_facebook_9.jpeg,,51262,1336.0,"R$ 643,60",17/03/2025,17/03/2025,707505037025219_120221498162680409_120221498162680409_facebook_9.jpeg,
priceup-126,120209141905260409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209141905260409_120209141905260409_facebook_9.jpeg,,51185,155.0,"R$ 641,60",18/03/2024,28/03/2024,707505037025219_120209141905260409_120209141905260409_facebook_9.jpeg,
facebook,120209971816220197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120209971816220197_120209971816220197_facebook_9.jpeg,,51142,96.0,"R$ 636,90",13/03/2024,20/03/2024,1008236073176348_120209971816220197_120209971816220197_facebook_9.jpeg,
kv-hero,120233305703240197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120233305703240197_120233305703240197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120233305703240197_120233305703240197_facebook_9.mp4,51087,869.0,"R$ 635,37",09/07/2025,18/07/2025,1008236073176348_120233305703240197_120233305703240197_facebook_9.jpg,
priceup,23860238519080408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860238519080408_23860238519080408_facebook_9.jpeg,,50879,70.0,"R$ 634,45",18/09/2023,04/10/2023,707505037025219_23860238519080408_23860238519080408_facebook_9.jpeg,
meta,23856421556440408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23856421556440408_23856421556440408_facebook_9.jpeg,,50862,343.0,"R$ 633,33",22/06/2023,10/08/2023,707505037025219_23856421556440408_23856421556440408_facebook_9.jpeg,
homem-headphone-torcendo|oferta|mes-gamer|contrate-agora-e-aproveite,120234234271850409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120234234271850409_120234234271850409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120234234271850409_120234234271850409_facebook_9.mp4,50799,644.0,"R$ 633,06",18/08/2025,10/09/2025,707505037025219_120234234271850409_120234234271850409_facebook_9.jpg,
libertadores|conteudo|paramount-600mb|chame-no-whats,120229223049220409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229223049220409_120229223049220409_facebook_9.jpeg,,50750,293.0,"R$ 631,61",30/05/2025,12/12/2025,707505037025219_120229223049220409_120229223049220409_facebook_9.jpeg,
modem,120240565346270409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240565346270409_120240565346270409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240565346270409_120240565346270409_facebook_9.mp4,50738,25.0,"R$ 630,27",08/12/2025,12/12/2025,707505037025219_120240565346270409_120240565346270409_facebook_9.jpg,
,120207925700140348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/557249762645654_120207925700140348_120207925700140348_facebook_9.jpeg,,50702,0.0,"R$ 629,23",26/01/2024,27/01/2024,557249762645654_120207925700140348_120207925700140348_facebook_9.jpeg,
step-5,120228980583590379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120228980583590379_120228980583590379_facebook_9.jpeg,,50601,429.0,"R$ 627,28",24/07/2025,01/09/2025,584486016365317_120228980583590379_120228980583590379_facebook_9.jpeg,
paramount,120216279908720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216279908720197_120216279908720197_facebook_9.jpeg,,50588,365.0,"R$ 625,49",02/10/2024,03/11/2024,1008236073176348_120216279908720197_120216279908720197_facebook_9.jpeg,
,120221498162690409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221498162690409_120221498162690409_facebook_9.jpeg,,50554,1302.0,"R$ 623,85",17/03/2025,18/03/2025,707505037025219_120221498162690409_120221498162690409_facebook_9.jpeg,
facebook,120203383817700197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120203383817700197_120203383817700197_facebook_9.jpeg,,50462,178.0,"R$ 622,35",17/11/2023,02/12/2023,1008236073176348_120203383817700197_120203383817700197_facebook_9.jpeg,
maes-gb-preco,120226837282570197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226837282570197_120226837282570197_facebook_9.jpeg,,50400,513.0,"R$ 620,00",16/04/2025,30/04/2025,1008236073176348_120226837282570197_120226837282570197_facebook_9.jpeg,
ampla,120209137603300670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120209137603300670_120209137603300670_facebook_9.jpeg,,50370,682.0,"R$ 619,70",02/05/2024,27/05/2024,1489403321498685_120209137603300670_120209137603300670_facebook_9.jpeg,
whatsapp,120217770918800370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120217770918800370_120217770918800370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120217770918800370_120217770918800370_facebook_9.mp4,50087,707.0,"R$ 618,93",30/10/2024,10/01/2025,5006651156112143_120217770918800370_120217770918800370_facebook_9.jpg,
nandamelo4,120222634850900197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120222634850900197_120222634850900197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120222634850900197_120222634850900197_facebook_9.mp4,49929,643.0,"R$ 616,36",11/03/2025,21/03/2025,1008236073176348_120222634850900197_120222634850900197_facebook_9.jpg,
cidade-pin-pessoas|qualidade|disponibilidade|contrate-agora,120222239333480409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222239333480409_120222239333480409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222239333480409_120222239333480409_facebook_9.mp4,49844,1112.0,"R$ 615,76",05/05/2025,09/02/2026,707505037025219_120222239333480409_120222239333480409_facebook_9.jpg,
iza-sorrindo-notebook|oferta|700mb-naked|contrate-agora-e-aproveite,120240947843990409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240947843990409_120240947843990409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240947843990409_120240947843990409_facebook_9.mp4,49818,401.0,"R$ 612,98",15/12/2025,08/01/2026,707505037025219_120240947843990409_120240947843990409_facebook_9.jpg,
nacional,120216089644150197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216089644150197_120216089644150197_facebook_9.jpeg,,49810,255.0,"R$ 612,69",24/09/2024,07/10/2024,1008236073176348_120216089644150197_120216089644150197_facebook_9.jpeg,
nacional,120216089644180197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216089644180197_120216089644180197_facebook_9.jpeg,,49768,289.0,"R$ 612,54",24/09/2024,06/10/2024,1008236073176348_120216089644180197_120216089644180197_facebook_9.jpeg,
black-friday-99,120216181249990409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216181249990409_120216181249990409_facebook_9.jpeg,,49691,134.0,"R$ 612,31",18/11/2024,06/12/2024,707505037025219_120216181249990409_120216181249990409_facebook_9.jpeg,
flash-sales,120218522502260197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120218522502260197_120218522502260197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120218522502260197_120218522502260197_facebook_9.mp4,49683,760.0,"R$ 612,13",23/12/2024,31/12/2024,1008236073176348_120218522502260197_120218522502260197_facebook_9.jpg,
black-friday-129,120215839575640409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120215839575640409_120215839575640409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120215839575640409_120215839575640409_facebook_9.mp4,49679,320.0,"R$ 612,08",01/11/2024,03/12/2024,707505037025219_120215839575640409_120215839575640409_facebook_9.jpg,
,120221498162670409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221498162670409_120221498162670409_facebook_9.jpeg,,49597,1253.0,"R$ 611,76",17/03/2025,17/03/2025,707505037025219_120221498162670409_120221498162670409_facebook_9.jpeg,
flash-oferta-limitada-kv6,120222636034920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120222636034920197_120222636034920197_facebook_9.jpeg,,49524,519.0,"R$ 610,55",11/03/2025,26/03/2025,1008236073176348_120222636034920197_120222636034920197_facebook_9.jpeg,
pinguim|assinatura|max|contrate-agora,120221999624710409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120221999624710409_120221999624710409_facebook_9.jpeg,,49311,131.0,"R$ 608,65",26/03/2025,13/05/2025,707505037025219_120221999624710409_120221999624710409_facebook_9.jpeg,
priceup-98,23860065509540408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860065509540408_23860065509540408_facebook_9.jpeg,,49273,150.0,"R$ 608,55",18/09/2023,02/10/2023,707505037025219_23860065509540408_23860065509540408_facebook_9.jpeg,
mion-surpreso|esta-na-regiao|disponibilidade|consulte,120207721436280409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120207721436280409_120207721436280409_facebook_9.jpeg,,49252,171.0,"R$ 608,50",15/02/2024,04/03/2025,707505037025219_120207721436280409_120207721436280409_facebook_9.jpeg,
controle-2,120217112577550197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120217112577550197_120217112577550197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120217112577550197_120217112577550197_facebook_9.mp4,49171,190.0,"R$ 607,48",04/11/2024,18/11/2024,1008236073176348_120217112577550197_120217112577550197_facebook_9.jpg,
johnny-ferias-com-ex,120231656067500197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120231656067500197_120231656067500197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120231656067500197_120231656067500197_facebook_9.mp4,49146,485.0,"R$ 607,28",01/07/2025,31/07/2025,1008236073176348_120231656067500197_120231656067500197_facebook_9.jpg,
generico-300-2gb,120210837032330409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120210837032330409_120210837032330409_facebook_9.jpeg,,49105,145.0,"R$ 606,56",24/04/2024,13/06/2024,707505037025219_120210837032330409_120210837032330409_facebook_9.jpeg,
hooks-liz-pipoca-b-f,120216444394140409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120216444394140409_120216444394140409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120216444394140409_120216444394140409_facebook_9.mp4,49098,337.0,"R$ 606,50",25/11/2024,04/12/2024,707505037025219_120216444394140409_120216444394140409_facebook_9.jpg,
pai-filho-torcendo|oferta|pais-700mb-choice|contrate-agora,120232240030820409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120232240030820409_120232240030820409_facebook_9.jpeg,,49044,135.0,"R$ 605,10",15/07/2025,18/08/2025,707505037025219_120232240030820409_120232240030820409_facebook_9.jpeg,
kv-muita-internet-bbb,120246548965350197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246548965350197_120246548965350197_facebook_9.jpeg,,48989,411.0,"R$ 602,97",02/02/2026,10/02/2026,1008236073176348_120246548965350197_120246548965350197_facebook_9.jpeg,
flash-129,120215319525410409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215319525410409_120215319525410409_facebook_9.jpeg,,48963,181.0,"R$ 602,21",14/10/2024,03/12/2024,707505037025219_120215319525410409_120215319525410409_facebook_9.jpeg,
mion-elementos|imperdivel|naked-1gb|contratar-agora,120225331392590409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120225331392590409_120225331392590409_facebook_9.jpeg,,48828,163.0,"R$ 600,96",17/04/2025,12/05/2025,707505037025219_120225331392590409_120225331392590409_facebook_9.jpeg,
mes-empreendedor,120233594097380379,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/584486016365317_120233594097380379_120233594097380379_facebook_9.jpeg,,48721,449.0,"R$ 600,11",20/10/2025,24/12/2025,584486016365317_120233594097380379_120233594097380379_facebook_9.jpeg,
kv-custo-beneficio-bbb,120246548887310197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246548887310197_120246548887310197_facebook_9.jpeg,,48556,372.0,"R$ 600,09",02/02/2026,10/02/2026,1008236073176348_120246548887310197_120246548887310197_facebook_9.jpeg,
facebook,120210380885530197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120210380885530197_120210380885530197_facebook_9.jpeg,,48461,180.0,"R$ 599,93",20/03/2024,03/04/2024,1008236073176348_120210380885530197_120210380885530197_facebook_9.jpeg,
economia-namorados,120230796147960197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120230796147960197_120230796147960197_facebook_9.jpeg,,48307,351.0,"R$ 598,80",02/06/2025,18/06/2025,1008236073176348_120230796147960197_120230796147960197_facebook_9.jpeg,
kv-hero-bbb,120246152954570197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120246152954570197_120246152954570197_facebook_9.jpeg,,48273,236.0,"R$ 597,68",21/01/2026,30/01/2026,1008236073176348_120246152954570197_120246152954570197_facebook_9.jpeg,
mes-do-consumidor-bonus,120209067586710409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209067586710409_120209067586710409_facebook_9.jpeg,,48130,172.0,"R$ 597,03",18/03/2024,01/04/2024,707505037025219_120209067586710409_120209067586710409_facebook_9.jpeg,
all-type|conteudo|hbo-max-600mb|contrate-agora,120240349213180409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240349213180409_120240349213180409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240349213180409_120240349213180409_facebook_9.mp4,48097,495.0,"R$ 596,48",04/12/2025,21/01/2026,707505037025219_120240349213180409_120240349213180409_facebook_9.jpg,
movel-sem-fibra,120216178405980409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216178405980409_120216178405980409_facebook_9.jpeg,,48097,176.0,"R$ 595,93",18/11/2024,03/12/2024,707505037025219_120216178405980409_120216178405980409_facebook_9.jpeg,
