creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,filename,category
facebook,23857430728080196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23857430728080196_23857430728080196_facebook_9.jpeg,,869628,5282.0,"R$ 6.664,47",03/07/2023,23/09/2023,1008236073176348_23857430728080196_23857430728080196_facebook_9.jpeg,
meta,120214207289430197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214207289430197_120214207289430197_facebook_9.jpeg,,867642,2314.0,"R$ 6.635,12",04/07/2024,25/07/2024,1008236073176348_120214207289430197_120214207289430197_facebook_9.jpeg,
modem,120223102062660409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120223102062660409_120223102062660409_facebook_9.jpeg,,866888,7774.0,"R$ 6.599,66",02/04/2025,08/05/2025,707505037025219_120223102062660409_120223102062660409_facebook_9.jpeg,Conversion
movers,120229073429580409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120229073429580409_120229073429580409_facebook_9.jpeg,,863898,668.0,"R$ 6.598,86",27/05/2025,02/07/2025,707505037025219_120229073429580409_120229073429580409_facebook_9.jpeg,
kv-hero,120243699570010197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243699570010197_120243699570010197_facebook_9.jpeg,,861975,7626.0,"R$ 6.591,19",03/12/2025,09/01/2026,1008236073176348_120243699570010197_120243699570010197_facebook_9.jpeg,
oferta-119,120212594114510409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212594114510409_120212594114510409_facebook_9.jpeg,,861695,6285.0,"R$ 6.584,32",14/06/2024,15/09/2024,707505037025219_120212594114510409_120212594114510409_facebook_9.jpeg,
meta,23855717241410408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23855717241410408_23855717241410408_facebook_9.jpeg,,859819,1190.0,"R$ 6.575,30",02/06/2023,31/07/2023,707505037025219_23855717241410408_23855717241410408_facebook_9.jpeg,
libertadores-paramount,120212843396040409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212843396040409_120212843396040409_facebook_9.jpeg,,859469,1504.0,"R$ 6.573,29",01/07/2024,21/07/2024,707505037025219_120212843396040409_120212843396040409_facebook_9.jpeg,
300-200,120207337650640409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120207337650640409_120207337650640409_facebook_9.jpeg,,858691,1293.0,"R$ 6.570,89",07/02/2024,11/03/2024,707505037025219_120207337650640409_120207337650640409_facebook_9.jpeg,
black-friday-99,120216162526490409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120216162526490409_120216162526490409_facebook_9.jpeg,,858513,4066.0,"R$ 6.565,31",18/11/2024,07/12/2024,707505037025219_120216162526490409_120216162526490409_facebook_9.jpeg,
maes-gb-preco,120226955440560197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226955440560197_120226955440560197_facebook_9.jpeg,,858175,5481.0,"R$ 6.553,10",16/04/2025,01/05/2025,1008236073176348_120226955440560197_120226955440560197_facebook_9.jpeg,
kv-5g,120236622408750197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120236622408750197_120236622408750197_facebook_9.jpeg,,858074,5443.0,"R$ 6.539,18",20/08/2025,19/09/2025,1008236073176348_120236622408750197_120236622408750197_facebook_9.jpeg,
black-friday,120215864018180409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120215864018180409_120215864018180409_facebook_9.jpeg,,858055,7863.0,"R$ 6.538,46",01/11/2024,24/11/2024,707505037025219_120215864018180409_120215864018180409_facebook_9.jpeg,
conteudo,120222006892990409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222006892990409_120222006892990409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222006892990409_120222006892990409_facebook_9.mp4,855610,513.0,"R$ 6.536,82",01/04/2025,05/05/2025,707505037025219_120222006892990409_120222006892990409_facebook_9.jpg,
oferta,120216390666190370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120216390666190370_120216390666190370_facebook_9.jpeg,,855053,4496.0,"R$ 6.536,81",04/09/2024,11/11/2024,5006651156112143_120216390666190370_120216390666190370_facebook_9.jpeg,
oferta,120228478925660370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120228478925660370_120228478925660370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120228478925660370_120228478925660370_facebook_9.mp4,853682,3852.0,"R$ 6.533,66",01/05/2025,31/05/2025,5006651156112143_120228478925660370_120228478925660370_facebook_9.jpg,
pre-pago,120241535948510370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120241535948510370_120241535948510370_facebook_9.jpeg,,852116,909.0,"R$ 6.524,73",16/10/2025,31/10/2025,5006651156112143_120241535948510370_120241535948510370_facebook_9.jpeg,
oferta-119,120212442710540409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120212442710540409_120212442710540409_facebook_9.jpeg,,849430,3467.0,"R$ 6.524,73",13/06/2024,18/09/2024,707505037025219_120212442710540409_120212442710540409_facebook_9.jpeg,
facebook,120213572637140197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213572637140197_120213572637140197_facebook_9.jpeg,,848700,2143.0,"R$ 6.523,72",04/06/2024,24/07/2024,1008236073176348_120213572637140197_120213572637140197_facebook_9.jpeg,
oferta,120224350948740370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120224350948740370_120224350948740370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120224350948740370_120224350948740370_facebook_9.mp4,846750,4264.0,"R$ 6.523,72",01/04/2025,30/04/2025,5006651156112143_120224350948740370_120224350948740370_facebook_9.jpg,
whatsapp-novo-2,120222356470860370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120222356470860370_120222356470860370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120222356470860370_120222356470860370_facebook_9.mp4,846748,7670.0,"R$ 6.512,02",01/03/2025,31/03/2025,5006651156112143_120222356470860370_120222356470860370_facebook_9.jpg,
kv-chip-gratis-v2,120238596746360197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238596746360197_120238596746360197_facebook_9.jpeg,,845206,4934.0,"R$ 6.509,58",19/09/2025,31/10/2025,1008236073176348_120238596746360197_120238596746360197_facebook_9.jpeg,
flash-sale,120225025804580197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120225025804580197_120225025804580197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120225025804580197_120225025804580197_facebook_9.mp4,843707,14084.0,"R$ 6.500,78",03/04/2025,14/04/2025,1008236073176348_120225025804580197_120225025804580197_facebook_9.jpg,
nandamelo-v3,120220349524200197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120220349524200197_120220349524200197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120220349524200197_120220349524200197_facebook_9.mp4,842197,12636.0,"R$ 6.491,00",11/02/2025,17/04/2025,1008236073176348_120220349524200197_120220349524200197_facebook_9.jpg,
kv-suspense,120221709646440197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120221709646440197_120221709646440197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120221709646440197_120221709646440197_facebook_9.mp4,839247,8689.0,"R$ 6.485,87",01/03/2025,16/03/2025,1008236073176348_120221709646440197_120221709646440197_facebook_9.jpg,
conteudo,120228173220550409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120228173220550409_120228173220550409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120228173220550409_120228173220550409_facebook_9.mp4,838791,498.0,"R$ 6.478,38",16/05/2025,01/07/2025,707505037025219_120228173220550409_120228173220550409_facebook_9.jpg,
conteudo,120222006892350409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120222006892350409_120222006892350409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120222006892350409_120222006892350409_facebook_9.mp4,837079,10343.0,"R$ 6.473,23",01/04/2025,05/05/2025,707505037025219_120222006892350409_120222006892350409_facebook_9.jpg,
libertadores|conteudo|paramount-1gb|contrate-agora,120227584360750409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120227584360750409_120227584360750409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120227584360750409_120227584360750409_facebook_9.mp4,836807,16401.0,"R$ 6.452,96",07/05/2025,03/11/2025,707505037025219_120227584360750409_120227584360750409_facebook_9.jpg,
kv-gb-preco,120240573995650197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120240573995650197_120240573995650197_facebook_9.jpeg,,836158,1793.0,"R$ 6.441,05",20/10/2025,10/11/2025,1008236073176348_120240573995650197_120240573995650197_facebook_9.jpeg,
recarga-premiada,120224960484380370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120224960484380370_120224960484380370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120224960484380370_120224960484380370_facebook_9.mp4,835644,14849.0,"R$ 6.440,14",01/04/2025,30/04/2025,5006651156112143_120224960484380370_120224960484380370_facebook_9.jpg,
all-type|conteudo|hbo-max-600mb|contrate-agora,120240349561270409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120240349561270409_120240349561270409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120240349561270409_120240349561270409_facebook_9.mp4,835614,6488.0,"R$ 6.419,59",04/12/2025,31/01/2026,707505037025219_120240349561270409_120240349561270409_facebook_9.jpg,
pracas-cobertura,23854308215850408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23854308215850408_23854308215850408_facebook_9.jpeg,,832634,2239.0,"R$ 6.409,18",21/03/2023,12/05/2023,707505037025219_23854308215850408_23854308215850408_facebook_9.jpeg,
demografico-e-interesses,120214043430530750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120214043430530750_120214043430530750_facebook_9.jpeg,,832157,319.0,"R$ 6.409,07",30/09/2024,02/10/2024,5465078893513624_120214043430530750_120214043430530750_facebook_9.jpeg,
whatsapp,120224350948750370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120224350948750370_120224350948750370_facebook_9.jpeg,,829813,3559.0,"R$ 6.403,77",01/04/2025,30/04/2025,5006651156112143_120224350948750370_120224350948750370_facebook_9.jpeg,
facebook,120205303700150197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120205303700150197_120205303700150197_facebook_9.jpeg,,829490,2401.0,"R$ 6.390,06",15/12/2023,20/02/2024,1008236073176348_120205303700150197_120205303700150197_facebook_9.jpeg,
,120208398355000348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120208398355000348_120208398355000348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120208398355000348_120208398355000348_facebook_9.mp4,827148,3.0,"R$ 6.367,34",01/02/2024,02/02/2024,557249762645654_120208398355000348_120208398355000348_facebook_9.jpg,
1gb-a,120209141108920409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120209141108920409_120209141108920409_facebook_9.jpeg,,827002,2784.0,"R$ 6.357,08",18/03/2024,02/04/2024,707505037025219_120209141108920409_120209141108920409_facebook_9.jpeg,
ampla,120204013055620670,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1489403321498685_120204013055620670_120204013055620670_facebook_9.jpeg,,824364,5242.0,"R$ 6.329,34",19/12/2023,12/02/2024,1489403321498685_120204013055620670_120204013055620670_facebook_9.jpeg,
globoplay-700mb,120242706520790409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120242706520790409_120242706520790409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120242706520790409_120242706520790409_facebook_9.mp4,823724,352.0,"R$ 6.322,08",01/02/2026,04/02/2026,707505037025219_120242706520790409_120242706520790409_facebook_9.jpg,
