creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,parsed_cost,CTR,CPC,CPM,engajamentoneural,engajamentoneural_5sec,engajamentoneural_peak,cognitivedemand,cognitivedemand_5sec,cognitivedemand_peak,focus,focus_5sec,focus_peak,embedding_mean,fluency_index,peak_score
meta,23853495166960408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853495166960408_23853495166960408_facebook_9.jpeg,,162944269,91821.0,"R$ 1.598.450,29",16/01/2023,16/09/2023,1598450.29,0.056351168754514465,17.408330229468206,9.809797544950783,82.31746417658161,82.31746417658161,82.31746417658161,89.56000570142656,89.56000570142656,89.56000570142656,14.88391596268066,14.88391596268066,14.88391596268066,,5.530632152383899,82.31746417658161
36gb-59m,120212279474490197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212279474490197_120212279474490197_facebook_9.jpeg,,133051947,347340.0,"R$ 1.162.848,52",29/04/2024,04/06/2024,1162848.52,0.2610559317858009,3.3478681407266655,8.739808369733966,84.17857321015305,84.17857321015305,84.17857321015305,71.48335025963458,71.48335025963458,71.48335025963458,8.01877144724379,8.01877144724379,8.01877144724379,,10.497689548077453,84.17857321015305
btl,120216228088720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120216228088720197_120216228088720197_facebook_9.jpeg,,115166680,349199.0,"R$ 1.038.520,45",02/10/2024,02/11/2024,1038520.45,0.3032118317555043,2.9740075143399607,9.017542660776536,78.8651914863562,78.8651914863562,78.8651914863562,67.99840311886702,67.99840311886702,67.99840311886702,7.940510483132113,7.940510483132113,7.940510483132113,,9.93200520972652,78.8651914863562
meta,23853929965440408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23853929965440408_23853929965440408_facebook_9.jpeg,,113697444,62329.0,"R$ 977.118,87",17/02/2023,06/07/2023,977118.87,0.054820053826363936,15.67679362736447,8.594026704769194,62.61965356570184,62.61965356570184,62.61965356570184,80.00400008924538,80.00400008924538,80.00400008924538,8.740068128219146,8.740068128219146,8.740068128219146,,7.164664239117442,62.61965356570184
facebook,120202708184650197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120202708184650197_120202708184650197_facebook_9.jpeg,,105494787,325067.0,"R$ 960.523,79",01/11/2023,02/12/2023,960523.79,0.3081356048427303,2.9548486619681484,9.104940796742877,72.37407282299971,72.37407282299971,72.37407282299971,79.36961929597082,79.36961929597082,79.36961929597082,7.829088802711026,7.829088802711026,7.829088802711026,,9.244252383232427,72.37407282299971
interesses-relacionados,120212235464610750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120212235464610750_120212235464610750_facebook_9.jpeg,,104512044,48882.0,"R$ 951.657,72",24/07/2024,10/08/2024,951657.72,0.046771642893138704,19.468469375230146,9.105722972942717,84.6874426730988,84.6874426730988,84.6874426730988,62.99090141239536,62.99090141239536,62.99090141239536,8.214687040550528,8.214687040550528,8.214687040550528,,10.309271948529796,84.6874426730988
kv-hero,120225993439090197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120225993439090197_120225993439090197_facebook_9.jpeg,,99245412,282448.0,"R$ 937.750,48",09/04/2025,19/06/2025,937750.48,0.2845955236701521,3.3200818557752223,9.448804343721198,78.50059244558246,78.50059244558246,78.50059244558246,81.86331839235847,81.86331839235847,81.86331839235847,7.9861943220169485,7.9861943220169485,7.9861943220169485,,9.829536983487372,78.50059244558246
facebook,120204030334260197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204030334260197_120204030334260197_facebook_9.jpeg,,98154355,263611.0,"R$ 924.230,63",01/12/2023,20/02/2024,924230.63,0.268567808325978,3.5060396948534014,9.416093967506587,72.31800098509598,72.31800098509598,72.31800098509598,76.18804903112199,76.18804903112199,76.18804903112199,8.216588307398688,8.216588307398688,8.216588307398688,,8.801463366489557,72.31800098509598
facebook,120214599650000197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120214599650000197_120214599650000197_facebook_9.jpeg,,94713444,268896.0,"R$ 891.673,59",24/07/2024,24/08/2024,891673.59,0.28390478547058223,3.3160537531238843,9.414435293895552,75.84449831196318,75.84449831196318,75.84449831196318,69.7433500843453,69.7433500843453,69.7433500843453,8.052782211892184,8.052782211892184,8.052782211892184,,9.418421648105369,75.84449831196318
facebook,120204042192490197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042192490197_120204042192490197_facebook_9.jpeg,,92553334,252206.0,"R$ 884.004,70",01/12/2023,08/02/2024,884004.7,0.27249801719730593,3.5050898868385367,9.551300442618308,81.87363444940205,81.87363444940205,81.87363444940205,70.758832670267,70.758832670267,70.758832670267,8.31693847571675,8.31693847571675,8.31693847571675,,9.844203451600766,81.87363444940205
dia-das-maes,120224846651260750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5465078893513624_120224846651260750_120224846651260750_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5465078893513624_120224846651260750_120224846651260750_facebook_9.mp4,87704282,61817.0,"R$ 858.010,82",24/04/2025,08/05/2025,858010.82,0.07048344572275274,13.879852144232169,9.782998052478213,74.86229623157003,84.28602586837172,92.33980282305485,51.55706490971672,61.53449698656114,64.65718025989113,18.839555628916173,10.584979493196474,53.87867652309618,-0.017503194155481953,3.9736763279419667,92.33980282305485
facebook,120213570909230197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213570909230197_120213570909230197_facebook_9.jpeg,,82629918,223809.0,"R$ 811.462,31",03/06/2024,05/07/2024,811462.31,0.27085710045119493,3.62569114736226,9.82044191306108,85.33535398656586,85.33535398656586,85.33535398656586,69.09306339328664,69.09306339328664,69.09306339328664,8.068768135725612,8.068768135725612,8.068768135725612,,10.576007706645022,85.33535398656586
aparelho,120225066930440750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120225066930440750_120225066930440750_facebook_9.jpeg,,82504112,551508.0,"R$ 758.568,29",25/04/2025,16/05/2025,758568.29,0.6684612277264435,1.3754438557554922,9.194308884871097,85.24628952796382,85.24628952796382,85.24628952796382,88.75211849507257,88.75211849507257,88.75211849507257,9.99460531021381,9.99460531021381,9.99460531021381,,8.529230207905048,85.24628952796382
alltype,120219963898640197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120219963898640197_120219963898640197_facebook_9.jpeg,,80386313,266396.0,"R$ 664.492,37",03/02/2025,23/04/2025,664492.37,0.33139472387544383,2.494378181354074,8.266237686507653,75.80196489710816,75.80196489710816,75.80196489710816,81.68865294907644,81.68865294907644,81.68865294907644,7.834046516090276,7.834046516090276,7.834046516090276,,9.675965638118079,75.80196489710816
facebook,120204042349660197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042349660197_120204042349660197_facebook_9.jpeg,,78048283,210442.0,"R$ 661.018,81",02/12/2023,08/02/2024,661018.81,0.2696305311418574,3.1410973569914753,8.469357487338959,78.59395442593664,78.59395442593664,78.59395442593664,62.213779717994555,62.213779717994555,62.213779717994555,23.455700301486427,23.455700301486427,23.455700301486427,,3.3507400510636645,78.59395442593664
meta,23860547120450408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860547120450408_23860547120450408_facebook_9.jpeg,,74546601,41271.0,"R$ 649.269,06",22/09/2023,07/01/2024,649269.06,0.05536268514777756,15.73184705967871,8.709572955579826,56.98099883707617,56.98099883707617,56.98099883707617,67.86789049303277,67.86789049303277,67.86789049303277,10.573797201069901,10.573797201069901,10.573797201069901,,5.388887052922728,56.98099883707617
manifesto,120222134179010439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1640492266333423_120222134179010439_120222134179010439_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1640492266333423_120222134179010439_120222134179010439_facebook_9.mp4,70817269,59866.0,"R$ 632.502,50",18/03/2025,16/05/2025,632502.5,0.0845358778238116,10.565304179333845,8.93147263275572,31.927863811128617,51.92527838158925,63.61241297950837,50.63678269452904,48.7403069205875,90.79721114042435,31.399357399318188,52.16472642946091,72.96329184783774,-0.02026343508622732,1.0168317588506415,63.61241297950837
kv-hero,120218102995100197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218102995100197_120218102995100197_facebook_9.jpeg,,69852816,233609.0,"R$ 623.920,08",10/12/2024,17/04/2025,623920.08,0.33443032561493297,2.670787854919973,8.931924519692949,84.79826885468012,84.79826885468012,84.79826885468012,52.16091622897299,52.16091622897299,52.16091622897299,38.376227285929254,38.376227285929254,38.376227285929254,,2.209656207809975,84.79826885468012
pais-chip-gratis-v2,120234275827920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234275827920197_120234275827920197_facebook_9.jpeg,,68842375,338677.0,"R$ 622.777,52",18/07/2025,16/08/2025,622777.52,0.4919600754622426,1.8388538932375096,9.046427000811637,85.15670057389372,85.15670057389372,85.15670057389372,85.96450405825307,85.96450405825307,85.96450405825307,8.984506654815739,8.984506654815739,8.984506654815739,,9.478172129601496,85.15670057389372
interesses-relacionados,120207468072780370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120207468072780370_120207468072780370_facebook_9.jpeg,,63164803,54811.0,"R$ 601.900,45",12/01/2024,26/02/2024,601900.45,0.08677459185616394,10.98138056229589,9.52904816310438,78.27496810915959,78.27496810915959,78.27496810915959,90.05039198189432,90.05039198189432,90.05039198189432,11.282778386299075,11.282778386299075,11.282778386299075,,6.93756142584619,78.27496810915959
kv-hero,120218026550270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218026550270197_120218026550270197_facebook_9.jpeg,,62342369,260544.0,"R$ 593.302,88",10/12/2024,17/04/2025,593302.88,0.41792444557248054,2.27716961434537,9.516848485497881,74.73237871747249,74.73237871747249,74.73237871747249,50.72457563588425,50.72457563588425,50.72457563588425,7.983347208659075,7.983347208659075,7.983347208659075,,9.3610332563783,74.73237871747249
as-abc-25,120214669379000409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120214669379000409_120214669379000409_facebook_9.jpeg,,61876038,87451.0,"R$ 576.602,14",16/09/2024,17/10/2024,576602.14,0.14133257853387446,6.593431064253124,9.318666136962422,85.33047751619742,85.33047751619742,85.33047751619742,85.5513151048656,85.5513151048656,85.5513151048656,9.025916085908348,9.025916085908348,9.025916085908348,,9.45394093009784,85.33047751619742
bf-portabilidade-v2,120241506512410197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241506512410197_120241506512410197_facebook_9.jpeg,,60121608,229486.0,"R$ 542.517,85",31/10/2025,04/12/2025,542517.85,0.3817030309635098,2.3640564130273742,9.023674982212718,87.60320656396536,87.60320656396536,87.60320656396536,70.169414781522,70.169414781522,70.169414781522,9.195039003816664,9.195039003816664,9.195039003816664,,9.527225118632247,87.60320656396536
36gb-64m,120212281200920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212281200920197_120212281200920197_facebook_9.jpeg,,57260288,194699.0,"R$ 537.541,52",29/04/2024,05/06/2024,537541.52,0.3400244860801259,2.7608848530295482,9.387684532777762,69.5472529694955,69.5472529694955,69.5472529694955,46.24879712786626,46.24879712786626,46.24879712786626,23.001348217787797,23.001348217787797,23.001348217787797,,3.02361636852713,69.5472529694955
meta,120213489727150409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213489727150409_120213489727150409_facebook_9.jpeg,,55024028,80145.0,"R$ 535.929,92",24/07/2024,01/10/2024,535929.92,0.14565454931798158,6.687003805602346,9.739925255926375,91.74343831460196,91.74343831460196,91.74343831460196,88.11635691765717,88.11635691765717,88.11635691765717,18.16042463418144,18.16042463418144,18.16042463418144,,5.051833322328985,91.74343831460196
kv-chip-gratis,120226024129580197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226024129580197_120226024129580197_facebook_9.jpeg,,54353421,202955.0,"R$ 529.675,20",09/04/2025,19/06/2025,529675.2,0.3733987599418995,2.60981596905718,9.745020465225178,78.90208586927332,78.90208586927332,78.90208586927332,74.55883509658335,74.55883509658335,74.55883509658335,14.126025939848885,14.126025939848885,14.126025939848885,,5.585582683003157,78.90208586927332
kv-gb-preco,120226024616440197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226024616440197_120226024616440197_facebook_9.jpeg,,53254097,149112.0,"R$ 529.485,17",09/04/2025,18/06/2025,529485.17,0.2800009922241288,3.5509225950963037,9.942618499380433,84.67783184790169,84.67783184790169,84.67783184790169,67.99595609661114,67.99595609661114,67.99595609661114,8.851720480468362,8.851720480468362,8.851720480468362,,9.56625686890434,84.67783184790169
kv-hero,120225987946050197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120225987946050197_120225987946050197_facebook_9.jpeg,,52475596,283456.0,"R$ 508.445,64",09/04/2025,19/06/2025,508445.64,0.5401672808061103,1.793737440731542,9.689182758400685,74.68987170884182,74.68987170884182,74.68987170884182,91.22354683468139,91.22354683468139,91.22354683468139,9.869120725678759,9.869120725678759,9.869120725678759,,7.568037091136602,74.68987170884182
facebook,120208757900830197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208757900830197_120208757900830197_facebook_9.jpeg,,52341049,131799.0,"R$ 489.785,48",19/02/2024,04/04/2024,489785.48,0.2518080980761391,3.7161547507947708,9.357578599542396,75.0042232112969,75.0042232112969,75.0042232112969,75.87836890837704,75.87836890837704,75.87836890837704,10.551112355517978,10.551112355517978,10.551112355517978,,7.108655531667379,75.0042232112969
chegada-praca,120231943315220409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120231943315220409_120231943315220409_facebook_9.jpeg,,52031960,53399.0,"R$ 474.102,11",22/07/2025,17/09/2025,474102.11,0.10262730829282618,8.878482930391955,9.1117480486993,73.20230764736704,73.20230764736704,73.20230764736704,86.75109590684237,86.75109590684237,86.75109590684237,27.082305711360423,27.082305711360423,27.082305711360423,,2.702956994413526,73.20230764736704
kv-custo-beneficio-v2,120238596785790197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120238596785790197_120238596785790197_facebook_9.jpeg,,49341973,197441.0,"R$ 470.251,32",19/09/2025,01/11/2025,470251.32,0.4001481659438304,2.3817308461768327,9.530452298695069,71.90711830178036,71.90711830178036,71.90711830178036,75.30152788542267,75.30152788542267,75.30152788542267,8.100715692996596,8.100715692996596,8.100715692996596,,8.876637698067473,71.90711830178036
demografico-interesses,120212692875030750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120212692875030750_120212692875030750_facebook_9.jpeg,,47837814,19005.0,"R$ 466.240,98",16/08/2024,06/09/2024,466240.98,0.039727985898352296,24.53254301499605,9.746285229504842,67.97957772029814,67.97957772029814,67.97957772029814,88.62845991208124,88.62845991208124,88.62845991208124,10.384967526955545,10.384967526955545,10.384967526955545,,6.545959584740947,67.97957772029814
bf-chip-virtual,120241512422520197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241512422520197_120241512422520197_facebook_9.jpeg,,47436028,174104.0,"R$ 461.737,62",01/11/2025,04/12/2025,461737.62,0.36702904383141016,2.6520793318935807,9.73390141349946,85.78040021941771,85.78040021941771,85.78040021941771,71.6549071152634,71.6549071152634,71.6549071152634,8.376418200131575,8.376418200131575,8.376418200131575,,10.240701714017849,85.78040021941771
gb-preco,120235683570380197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235683570380197_120235683570380197_facebook_9.jpeg,,46892250,155611.0,"R$ 458.807,17",05/08/2025,22/09/2025,458807.17,0.331848013264452,2.948423761816324,9.78428567620449,69.64582193022353,69.64582193022353,69.64582193022353,85.46465974061981,85.46465974061981,85.46465974061981,8.479702437351788,8.479702437351788,8.479702437351788,,8.21323890133743,69.64582193022353
dia-das-maes,120224851629550750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5465078893513624_120224851629550750_120224851629550750_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5465078893513624_120224851629550750_120224851629550750_facebook_9.mp4,44724623,31805.0,"R$ 451.907,42",24/04/2025,08/05/2025,451907.42,0.07111295270169186,14.208691086307184,10.104219771735135,61.70549182539522,82.79941420266033,90.99044979759172,47.54758808703146,61.256515353582394,81.63502788223371,26.100817940479555,9.817009745432816,65.21780257007873,-0.01836180035844235,2.364121000579704,90.99044979759172
meta,23860546499090408,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_23860546499090408_23860546499090408_facebook_9.jpeg,,44448557,28847.0,"R$ 449.958,56",22/09/2023,06/12/2023,449958.56,0.06489974466437684,15.598105868894512,10.123130881391717,56.98099883707617,56.98099883707617,56.98099883707617,67.86789049303277,67.86789049303277,67.86789049303277,10.573797201069901,10.573797201069901,10.573797201069901,,5.388887052922728,56.98099883707617
esim-ativo,120235684268330197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120235684268330197_120235684268330197_facebook_9.jpeg,,43374186,156426.0,"R$ 437.936,82",05/08/2025,23/09/2025,437936.82,0.36064307927300354,2.799642131103525,10.096715590236093,70.41139448133333,70.41139448133333,70.41139448133333,63.4072646897371,63.4072646897371,63.4072646897371,11.81645049590716,11.81645049590716,11.81645049590716,,5.9587601628527604,70.41139448133333
interesses-relacionados,120210006065210750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120210006065210750_120210006065210750_facebook_9.jpeg,,43134300,41379.0,"R$ 437.479,03",26/04/2024,12/05/2024,437479.03,0.09593061670178953,10.572489185335558,10.142254076222404,50.85750324919718,50.85750324919718,50.85750324919718,66.79251868224671,66.79251868224671,66.79251868224671,14.405578440664147,14.405578440664147,14.405578440664147,,3.5304034099482138,50.85750324919718
33gb-54m,120212322118200197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212322118200197_120212322118200197_facebook_9.jpeg,,42867149,153511.0,"R$ 435.250,53",30/04/2024,04/06/2024,435250.53,0.3581087233023124,2.8353051572851458,10.153475100478458,83.68072349405726,83.68072349405726,83.68072349405726,71.699364663463,71.699364663463,71.699364663463,8.241556643727744,8.241556643727744,8.241556643727744,,10.153509477817236,83.68072349405726
facebook,120204042252530197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120204042252530197_120204042252530197_facebook_9.jpeg,,41304932,143354.0,"R$ 433.758,21",01/12/2023,08/02/2024,433758.21,0.3470626703852218,3.0257837939645915,10.501366035416787,72.30728324281361,72.30728324281361,72.30728324281361,49.661642494698214,49.661642494698214,49.661642494698214,33.74012679302978,33.74012679302978,33.74012679302978,,2.143064953085809,72.30728324281361
atl-1,120217399134720197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120217399134720197_120217399134720197_facebook_9.jpeg,,41302333,91977.0,"R$ 431.326,49",14/11/2024,11/12/2024,431326.49,0.22269202081151204,4.689503788990726,10.443150753735873,81.78228891452778,81.78228891452778,81.78228891452778,49.30954633168443,49.30954633168443,49.30954633168443,10.64369137852983,10.64369137852983,10.64369137852983,,7.683639632721485,81.78228891452778
plano,120224848709500750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5465078893513624_120224848709500750_120224848709500750_facebook_9.jpeg,,40828310,216786.0,"R$ 422.968,94",24/04/2025,12/05/2025,422968.94,0.5309698099186569,1.9510897382672312,10.35969747461994,85.5369406060392,85.5369406060392,85.5369406060392,91.64010716891767,91.64010716891767,91.64010716891767,12.00149586910484,12.00149586910484,12.00149586910484,,7.127189938567147,85.5369406060392
kv-hero,120225995554260197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120225995554260197_120225995554260197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120225995554260197_120225995554260197_facebook_9.mp4,40207753,129991.0,"R$ 414.749,52",09/04/2025,19/06/2025,414749.52,0.3232983449734184,3.1906018108946004,10.315162849314161,72.1475026138067,71.17074254837732,82.14880439091651,59.650580090136536,60.020087179049064,83.59117953192425,13.663353345972723,12.767114293946738,37.848373668944696,-0.018538420683083433,5.280365718937671,82.14880439091651
gross,120215820503700197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215820503700197_120215820503700197_facebook_9.jpeg,,39385526,135072.0,"R$ 394.723,81",13/09/2024,03/10/2024,394723.81,0.34294832065972664,2.9223215026060174,10.022052517465426,80.29347002861837,80.29347002861837,80.29347002861837,64.79924720378338,64.79924720378338,64.79924720378338,8.028033101691822,8.028033101691822,8.028033101691822,,10.00163664144551,80.29347002861837
kv-chip-gratis,120232010688320197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120232010688320197_120232010688320197_facebook_9.jpeg,,38657419,136372.0,"R$ 393.857,02",18/06/2025,21/08/2025,393857.02,0.35277057684580543,2.888107676062535,10.18839410877379,77.66383846973339,77.66383846973339,77.66383846973339,71.62652522736201,71.62652522736201,71.62652522736201,46.775377922508575,46.775377922508575,46.775377922508575,,1.660357263139527,77.66383846973339
chip-gratis,120220420058270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120220420058270197_120220420058270197_facebook_9.jpeg,,38105579,142961.0,"R$ 391.786,20",12/02/2025,10/04/2025,391786.2,0.3751707853592777,2.740511048467764,10.281596823394285,69.18676645849382,69.18676645849382,69.18676645849382,74.4530130766532,74.4530130766532,74.4530130766532,15.479942042722051,15.479942042722051,15.479942042722051,,4.469446091435609,69.18676645849382
kv-hero,120245555316540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245555316540197_120245555316540197_facebook_9.jpeg,,37903672,157790.0,"R$ 390.603,31",09/01/2026,10/02/2026,390603.31,0.4162921207211797,2.4754630204702455,10.305157505584155,90.59339002859154,90.59339002859154,90.59339002859154,79.73687637299004,79.73687637299004,79.73687637299004,8.45938179471104,8.45938179471104,8.45938179471104,,10.709221102330691,90.59339002859154
kv-hero,120245555852540197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120245555852540197_120245555852540197_facebook_9.jpeg,,37410689,165363.0,"R$ 390.568,41",09/01/2026,10/02/2026,390568.41,0.44202072835386697,2.3618851254512796,10.440021834401392,68.88072261475479,68.88072261475479,68.88072261475479,63.5572844827327,63.5572844827327,63.5572844827327,8.292944320392937,8.292944320392937,8.292944320392937,,8.305942974363425,68.88072261475479
kv-gb-preco-v4,120226028578400197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226028578400197_120226028578400197_facebook_9.jpeg,,37226143,166882.0,"R$ 377.628,14",09/04/2025,19/06/2025,377628.14,0.44829248090515317,2.2628452439448234,10.144165083124513,86.76527555122148,86.76527555122148,86.76527555122148,78.88695278325972,78.88695278325972,78.88695278325972,7.837415800787562,7.837415800787562,7.837415800787562,,11.070648509232171,86.76527555122148
facebook,120208207118360197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208207118360197_120208207118360197_facebook_9.jpeg,,36954401,120640.0,"R$ 366.527,25",07/02/2024,03/04/2024,366527.25,0.3264563806622113,3.038190069628647,9.918365338948398,81.39569621504712,81.39569621504712,81.39569621504712,65.06833444773092,65.06833444773092,65.06833444773092,7.880855676890741,7.880855676890741,7.880855676890741,,10.328281541016676,81.39569621504712
facebook,23860422884750196,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_23860422884750196_23860422884750196_facebook_9.jpeg,,36197842,90154.0,"R$ 366.028,06",18/09/2023,06/10/2023,366028.06,0.24905904611661656,4.060031279810103,10.111875177531301,70.72275274592982,70.72275274592982,70.72275274592982,65.97689457086811,65.97689457086811,65.97689457086811,8.245434513156912,8.245434513156912,8.245434513156912,,8.57720143590739,70.72275274592982
facebook,120208750199040197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120208750199040197_120208750199040197_facebook_9.jpeg,,35475440,119136.0,"R$ 359.815,22",19/02/2024,04/04/2024,359815.22,0.33582670151518906,3.020205647327424,10.142657004395152,76.73216726609525,76.73216726609525,76.73216726609525,75.27118432123441,75.27118432123441,75.27118432123441,7.987070174262567,7.987070174262567,7.987070174262567,,9.607048090469519,76.73216726609525
meta,120213303027130409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213303027130409_120213303027130409_facebook_9.jpeg,,34892333,58629.0,"R$ 359.055,06",16/07/2024,24/09/2024,359055.06,0.16802831728104853,6.1241887120708185,10.290371240008515,74.24921542124909,74.24921542124909,74.24921542124909,86.1196716799245,86.1196716799245,86.1196716799245,10.164171854362491,10.164171854362491,10.164171854362491,,7.304994099384606,74.24921542124909
facebook,120213571388610197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120213571388610197_120213571388610197_facebook_9.jpeg,,34833087,93434.0,"R$ 355.373,57",03/06/2024,25/07/2024,355373.57,0.26823347583290563,3.8034716484363296,10.20218420491988,80.15208450126556,80.15208450126556,80.15208450126556,67.56090927925726,67.56090927925726,67.56090927925726,7.924640224209467,7.924640224209467,7.924640224209467,,10.114286861427988,80.15208450126556
facebook,120215503603970197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120215503603970197_120215503603970197_facebook_9.jpeg,,34536337,104229.0,"R$ 355.266,93",02/09/2024,14/09/2024,355266.93,0.3017951787996509,3.4085228679158392,10.286757683653596,75.13645827651476,75.13645827651476,75.13645827651476,63.15038956770933,63.15038956770933,63.15038956770933,8.169766394110201,8.169766394110201,8.169766394110201,,9.196891887959318,75.13645827651476
hero-mensagem-chegou,120218766915110409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120218766915110409_120218766915110409_facebook_9.jpeg,,34500194,22077.0,"R$ 344.762,52",10/02/2025,01/05/2025,344762.52,0.06399094451468881,15.616366354124203,9.993060328878151,82.48610012557234,82.48610012557234,82.48610012557234,88.68937785226598,88.68937785226598,88.68937785226598,17.361083375416776,17.361083375416776,17.361083375416776,,4.751206957647144,82.48610012557234
kv-custo-beneficio-v2,120243634641270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120243634641270197_120243634641270197_facebook_9.jpeg,,34454578,141233.0,"R$ 338.842,78",03/12/2025,10/01/2026,338842.78,0.4099106945962304,2.399175688401436,9.834477728910219,73.39162905463016,73.39162905463016,73.39162905463016,82.51292145248998,82.51292145248998,82.51292145248998,7.883659506789553,7.883659506789553,7.883659506789553,,9.309335213097919,73.39162905463016
chegada-praca,120231943255310409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/707505037025219_120231943255310409_120231943255310409_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/707505037025219_120231943255310409_120231943255310409_facebook_9.mp4,34161060,32068.0,"R$ 337.166,41",22/07/2025,13/09/2025,337166.41,0.09387296530025707,10.514107833354121,9.869904798036126,78.11551434075385,80.88515119057787,88.96406928330045,72.68956556447887,72.12499517574292,78.56676580046884,44.23364542404184,53.58401938682842,71.61081222366003,-0.02004013673698258,1.7659750534215874,88.96406928330045
