creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,parsed_cost,CTR,CPC,CPM,engajamentoneural,engajamentoneural_5sec,engajamentoneural_peak,cognitivedemand,cognitivedemand_5sec,cognitivedemand_peak,focus,focus_5sec,focus_peak,embedding_mean,fluency_index,peak_score,engajamentoneural_last_5sec,cognitivedemand_last_5sec,focus_last_5sec,cost_interval,trimester
nandamelo-v4,120222999529350197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120222999529350197_120222999529350197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120222999529350197_120222999529350197_facebook_9.mp4,1195758,3417.0,"R$ 9.258,04",18/03/2025,17/04/2025,9258.04,0.2857601621732825,2.709405911618379,7.742402726973185,57.01610888630754,64.3645923885666,71.7887604081141,54.31301973536617,74.49972615656452,90.63673760653302,45.69614676410269,29.993739977953112,89.32921231048176,-0.0203551864269421,1.247722465105032,71.7887604081141,52.05880812317092,42.997916570437944,63.4027625237416,High,2025_Q1
flash-sales,120218521927280197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1008236073176348_120218521927280197_120218521927280197_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1008236073176348_120218521927280197_120218521927280197_facebook_9.mp4,1194620,14997.0,"R$ 9.247,64",23/12/2024,01/01/2025,9247.64,1.2553782792854633,0.6166326598653064,7.741072474929266,78.78329601079264,76.20010453809695,85.97917560130487,76.2331245804102,65.77104601371839,81.4037917341693,10.777710839761475,11.549710547343988,16.3415899460499,-0.0165539615477124,7.30983575103377,85.97917560130487,80.96452065756645,81.1756128357853,10.891486474800052,High,2024_Q4
,120218325368780348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120218325368780348_120218325368780348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120218325368780348_120218325368780348_facebook_9.mp4,1193722,4.0,"R$ 9.239,85",13/11/2024,25/11/2024,9239.85,0.0003350863936494,2309.9625,7.740370035904507,64.72281315305109,57.23809166824343,84.92315466350766,40.07112757926788,37.96143602599851,46.109981530831355,50.70693840590757,63.3418478301708,75.56099197660279,-0.0195894116341651,1.2764094064395457,84.92315466350766,82.97746047294909,43.20238354624338,51.14331843981434,High,2024_Q4
,120208057698570348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120208057698570348_120208057698570348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120208057698570348_120208057698570348_facebook_9.mp4,1185173,11.0,"R$ 9.131,97",28/01/2024,29/01/2024,9131.97,0.0009281345423832,830.1790909090909,7.70517890637063,40.16481922077544,82.61347467601266,89.77592378500235,66.31002390575776,94.58096039628,98.8032538835374,29.61197301421777,23.396230804891182,64.85969546939724,-0.013017196032953,1.3563709247435445,89.77592378500235,42.306398725106035,69.07735617710449,24.914557068547573,High,2024_Q1
s25,120228455394290750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5465078893513624_120228455394290750_120228455394290750_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5465078893513624_120228455394290750_120228455394290750_facebook_9.mp4,1182396,7762.0,"R$ 9.129,59",05/06/2025,12/06/2025,9129.59,0.6564636551544492,1.1761904148415356,7.721262588845024,75.44738252123268,71.71932327404441,85.67219097161481,47.60189610565829,57.896273867976085,62.40173147966768,29.82334835088287,39.357873498065786,58.44773173498715,-0.0219816288289231,2.5298092499060116,85.67219097161481,84.95512755332332,44.094637661013984,19.08225357505996,High,2025_Q2
dia-dos-pais,120231510989980750,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5465078893513624_120231510989980750_120231510989980750_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5465078893513624_120231510989980750_120231510989980750_facebook_9.mp4,1180951,15168.0,"R$ 9.123,75",22/07/2025,15/08/2025,9123.75,1.2843885986802162,0.6015130537974683,7.725765082547879,80.29296846766718,86.27509783765254,92.29731371153969,69.02062661257841,73.42212331542422,81.36936848191279,19.70208213405199,15.150085839541925,66.6776618777153,-0.0193948591030534,4.075354468698171,92.29731371153969,80.68374339637873,66.12309476856915,10.545217251308143,High,2025_Q3
,120203996601480348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120203996601480348_120203996601480348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120203996601480348_120203996601480348_facebook_9.mp4,1179920,896.0,"R$ 9.042,81",30/11/2023,01/12/2023,9042.81,0.0759373516848599,10.092421875,7.66391789273849,35.601089172670164,33.51053651359162,49.40418346939845,37.04712376653798,30.023214609264812,66.94823878896051,56.0819195064978,54.18300726021456,98.58910947544888,-0.0154237035929108,0.6348051116286297,49.40418346939845,28.021374855277763,41.870171846739716,37.37755021686986,High,2023_Q4
pre-pago,120224351505940370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/5006651156112143_120224351505940370_120224351505940370_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/5006651156112143_120224351505940370_120224351505940370_facebook_9.mp4,1177082,13193.0,"R$ 9.032,59",01/04/2025,30/04/2025,9032.59,1.1208225085423105,0.6846501932843174,7.673713471109065,66.82514727479503,73.59594161858521,82.22027061249526,74.08090205713913,78.48603788803717,88.48876999291224,35.29937585518185,32.70285321835138,64.88959283975265,-0.0208228104745699,1.8930971343218603,82.22027061249526,60.26720967582853,68.241963822006,39.55572135167556,High,2025_Q2
collab-tiele,120235335139000348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120235335139000348_120235335139000348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120235335139000348_120235335139000348_facebook_9.mp4,1176187,15.0,"R$ 9.027,25",24/07/2025,26/07/2025,9027.25,0.0012753074128518,601.8166666666667,7.675012561778017,53.7862698779909,74.02700596379694,81.55165658909841,63.938798214030896,61.300801713709006,91.22143141154412,21.674124128830098,35.9709704042162,69.52214178077556,-0.0198925097664597,2.4815890855975327,81.55165658909841,24.952711252638927,51.888037233774206,13.920855712000087,High,2025_Q3
interesses,120222375283720348,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/557249762645654_120222375283720348_120222375283720348_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/557249762645654_120222375283720348_120222375283720348_facebook_9.mp4,1170705,973.0,"R$ 8.992,64",28/02/2025,04/03/2025,8992.64,0.0831123126662993,9.242178828365878,7.681388565009972,36.38888747989181,55.28837170714851,67.96210426435529,53.126339503621466,81.40477131320745,88.90967427290504,24.837260242344417,7.9614300610518445,66.99071259680608,-0.0180443227415023,1.4650926521216423,67.96210426435529,38.712747184634566,38.24936656861492,13.557998141196382,High,2025_Q1
